Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time,CH2 Voltage,CH2 Current,CH2 Time
1,1,1,1.00000E+000,48.63000E-012,133.87600E-003,-60.00000E+000,-615.00000E-012,10.98100E-003
1,1,2,1.00000E+000,39.29000E-012,254.91100E-003,-59.39700E+000,-1.48900E-009,159.04300E-003
1,1,3,1.00000E+000,33.13000E-012,377.31100E-003,-58.79400E+000,-437.00000E-012,278.33700E-003
1,1,4,1.00000E+000,31.50000E-012,498.10100E-003,-58.19100E+000,-750.00000E-012,399.00400E-003
1,1,5,1.00000E+000,15.80000E-012,641.09100E-003,-57.58790E+000,-1.68700E-009,562.56600E-003
1,1,6,1.00000E+000,15.42000E-012,761.90100E-003,-56.98490E+000,-561.00000E-012,666.06500E-003
1,1,7,1.00000E+000,12.63000E-012,882.69800E-003,-56.38190E+000,-780.00000E-012,783.54000E-003
1,1,8,1.00000E+000,12.53000E-012,1.00350E+000,-55.77890E+000,-636.00000E-012,904.36200E-003
1,1,9,1.00000E+000,10.10000E-012,1.14324E+000,-55.17590E+000,-204.00000E-012,1.04390E+000
1,1,10,1.00000E+000,8.68000E-012,1.26407E+000,-54.57290E+000,-421.00000E-012,1.16493E+000
1,1,11,1.00000E+000,7.23000E-012,1.38487E+000,-53.96980E+000,-295.00000E-012,1.28577E+000
1,1,12,1.00000E+000,7.01000E-012,1.50585E+000,-53.36670E+000,-4.64800E-009,1.40610E+000
1,1,13,1.00000E+000,7.30000E-012,1.64350E+000,-52.76380E+000,-485.00000E-012,1.54433E+000
1,1,14,1.00000E+000,4.00000E-012,1.76431E+000,-52.16080E+000,625.00000E-012,1.66846E+000
1,1,15,1.00000E+000,7.93000E-012,1.88513E+000,-51.55780E+000,19.00000E-012,1.78596E+000
1,1,16,1.00000E+000,9.80000E-012,2.00593E+000,-50.95480E+000,291.00000E-012,1.90681E+000
1,1,17,1.00000E+000,10.95000E-012,2.14473E+000,-50.35180E+000,137.00000E-012,2.05684E+000
1,1,18,1.00000E+000,13.09000E-012,2.26553E+000,-49.74870E+000,845.00000E-012,2.16967E+000
1,1,19,1.00000E+000,15.13000E-012,2.38632E+000,-49.14570E+000,920.00000E-012,2.29046E+000
1,1,20,1.00000E+000,16.97000E-012,2.50768E+000,-48.54270E+000,1.29400E-009,2.41130E+000
1,1,21,1.00000E+000,27.97000E-012,2.64713E+000,-47.93970E+000,1.08500E-009,2.54872E+000
1,1,22,1.00000E+000,30.80000E-012,2.76796E+000,-47.33670E+000,1.33400E-009,2.66860E+000
1,1,23,1.00000E+000,33.49000E-012,2.88877E+000,-46.73370E+000,1.66100E-009,2.78938E+000
1,1,24,1.00000E+000,36.36000E-012,3.01005E+000,-46.13070E+000,1.19200E-009,2.91045E+000
1,1,25,1.00000E+000,39.54000E-012,3.14732E+000,-45.52760E+000,727.00000E-012,3.04820E+000
1,1,26,1.00000E+000,43.98000E-012,3.26843E+000,-44.92460E+000,1.33000E-009,3.16897E+000
1,1,27,1.00000E+000,47.28000E-012,3.38924E+000,-44.32160E+000,1.81000E-009,3.28986E+000
1,1,28,1.00000E+000,50.50000E-012,3.51005E+000,-43.71860E+000,1.40900E-009,3.41089E+000
1,1,29,1.00000E+000,50.12000E-012,3.64849E+000,-43.11560E+000,-562.00000E-012,3.56067E+000
1,1,30,1.00000E+000,56.51000E-012,3.76929E+000,-42.51260E+000,1.24600E-009,3.67343E+000
1,1,31,1.00000E+000,53.09000E-012,3.89008E+000,-41.90950E+000,1.86900E-009,3.79074E+000
1,1,32,1.00000E+000,62.85000E-012,4.01089E+000,-41.30650E+000,1.75400E-009,3.91170E+000
1,1,33,1.00000E+000,64.10000E-012,4.15218E+000,-40.70350E+000,235.00000E-012,4.06738E+000
1,1,34,1.00000E+000,71.42000E-012,4.27299E+000,-40.10050E+000,1.47300E-009,4.17380E+000
1,1,35,1.00000E+000,70.74000E-012,4.39379E+000,-39.49750E+000,1.53700E-009,4.29464E+000
1,1,36,1.00000E+000,70.45000E-012,4.51492E+000,-38.89450E+000,1.26200E-009,4.41544E+000
1,1,37,1.00000E+000,79.38000E-012,4.65126E+000,-38.29150E+000,1.84600E-009,4.55191E+000
1,1,38,1.00000E+000,81.92000E-012,4.77211E+000,-37.68840E+000,2.27400E-009,4.67276E+000
1,1,39,1.00000E+000,85.81000E-012,4.89293E+000,-37.08540E+000,405.00000E-012,4.79708E+000
1,1,40,1.00000E+000,95.16000E-012,5.01382E+000,-36.48240E+000,1.86000E-009,4.91442E+000
1,1,41,1.00000E+000,99.75000E-012,5.15229E+000,-35.87940E+000,-356.00000E-012,5.06433E+000
1,1,42,1.00000E+000,100.78000E-012,5.27308E+000,-35.27640E+000,1.53900E-009,5.17393E+000
1,1,43,1.00000E+000,101.35000E-012,5.39388E+000,-34.67340E+000,72.00000E-012,5.29800E+000
1,1,44,1.00000E+000,111.15000E-012,5.51487E+000,-34.07040E+000,1.17900E-009,5.41554E+000
1,1,45,1.00000E+000,110.75000E-012,5.65585E+000,-33.46730E+000,735.00000E-012,5.55713E+000
1,1,46,1.00000E+000,116.94000E-012,5.77668E+000,-32.86430E+000,544.00000E-012,5.67753E+000
1,1,47,1.00000E+000,126.96000E-012,5.89748E+000,-32.26130E+000,162.00000E-012,5.79837E+000
1,1,48,1.00000E+000,126.03000E-012,6.01851E+000,-31.65830E+000,-13.00000E-012,5.91911E+000
1,1,49,1.00000E+000,124.31000E-012,6.15482E+000,-31.05530E+000,186.00000E-012,6.06674E+000
1,1,50,1.00000E+000,123.36000E-012,6.27563E+000,-30.45230E+000,-369.00000E-012,6.17976E+000
1,1,51,1.00000E+000,128.66000E-012,6.39645E+000,-29.84920E+000,602.00000E-012,6.29729E+000
1,1,52,1.00000E+000,127.27000E-012,6.51725E+000,-29.24620E+000,-627.00000E-012,6.42134E+000
1,1,53,1.00000E+000,127.08000E-012,6.65608E+000,-28.64320E+000,861.00000E-012,6.55692E+000
1,1,54,1.00000E+000,144.17000E-012,6.77688E+000,-28.04020E+000,518.00000E-012,6.67780E+000
1,1,55,1.00000E+000,133.08000E-012,6.89767E+000,-27.43720E+000,229.00000E-012,6.79852E+000
1,1,56,1.00000E+000,153.89000E-012,7.01877E+000,-26.83420E+000,-579.00000E-012,6.92253E+000
1,1,57,1.00000E+000,146.03000E-012,7.15833E+000,-26.23120E+000,670.00000E-012,7.05900E+000
1,1,58,1.00000E+000,157.97000E-012,7.27916E+000,-25.62810E+000,-353.00000E-012,7.18335E+000
1,1,59,1.00000E+000,157.50000E-012,7.39997E+000,-25.02510E+000,-321.00000E-012,7.30406E+000
1,1,60,1.00000E+000,155.99000E-012,7.52114E+000,-24.42210E+000,-365.00000E-012,7.42159E+000
1,1,61,1.00000E+000,173.62000E-012,7.65859E+000,-23.81910E+000,1.31800E-009,7.57067E+000
1,1,62,1.00000E+000,181.73000E-012,7.77975E+000,-23.21610E+000,-10.00000E-012,7.68027E+000
1,1,63,1.00000E+000,190.96000E-012,7.90074E+000,-22.61310E+000,-447.00000E-012,7.80189E+000
1,1,64,1.00000E+000,192.34000E-012,8.02158E+000,-22.01010E+000,106.00000E-012,7.92221E+000
1,1,65,1.00000E+000,180.66000E-012,8.15982E+000,-21.40700E+000,-14.00000E-012,8.06068E+000
1,1,66,1.00000E+000,185.36000E-012,8.28062E+000,-20.80402E+000,-234.00000E-012,8.18145E+000
1,1,67,1.00000E+000,191.87000E-012,8.40141E+000,-20.20102E+000,2.00000E-012,8.30202E+000
1,1,68,1.00000E+000,193.43000E-012,8.52240E+000,-19.59799E+000,-151.00000E-012,8.42309E+000
1,1,69,1.00000E+000,209.25000E-012,8.66311E+000,-18.99497E+000,140.00000E-012,8.56440E+000
1,1,70,1.00000E+000,209.77000E-012,8.78395E+000,-18.39196E+000,799.00000E-012,8.68797E+000
1,1,71,1.00000E+000,216.11000E-012,8.90475E+000,-17.78894E+000,1.11300E-009,8.80881E+000
