Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time,CH2 Voltage,CH2 Current,CH2 Time
1,1,1,1.00000E+000,12.20000E-012,133.72800E-003,-60.00000E+000,-2.15200E-009,10.62300E-003
1,1,2,1.00000E+000,7.62000E-012,255.14400E-003,-59.39700E+000,293.00000E-012,156.22000E-003
1,1,3,1.00000E+000,6.41000E-012,375.92400E-003,-58.79400E+000,556.00000E-012,276.80700E-003
1,1,4,1.00000E+000,5.18000E-012,496.78600E-003,-58.19100E+000,1.42700E-009,397.46100E-003
1,1,5,1.00000E+000,2.53000E-012,640.33000E-003,-57.58790E+000,163.00000E-012,561.58800E-003
1,1,6,1.00000E+000,3.63000E-012,761.13200E-003,-56.98490E+000,-788.00000E-012,665.28400E-003
1,1,7,1.00000E+000,4.08000E-012,881.97700E-003,-56.38190E+000,-918.00000E-012,786.08300E-003
1,1,8,1.00000E+000,3.06000E-012,1.00324E+000,-55.77890E+000,-1.16900E-009,907.94600E-003
1,1,9,1.00000E+000,4.09000E-012,1.14241E+000,-55.17590E+000,681.00000E-012,1.04309E+000
1,1,10,1.00000E+000,2.62000E-012,1.26320E+000,-54.57290E+000,-28.00000E-012,1.16406E+000
1,1,11,1.00000E+000,2.52000E-012,1.38400E+000,-53.96980E+000,-1.13500E-009,1.28816E+000
1,1,12,1.00000E+000,2.86000E-012,1.50498E+000,-53.36680E+000,-986.00000E-012,1.40891E+000
1,1,13,1.00000E+000,2.37000E-012,1.64286E+000,-52.76380E+000,208.00000E-012,1.54358E+000
1,1,14,1.00000E+000,3.31000E-012,1.76366E+000,-52.16080E+000,-1.04300E-009,1.66850E+000
1,1,15,1.00000E+000,3.06000E-012,1.88450E+000,-51.55780E+000,34.00000E-012,1.78514E+000
1,1,16,1.00000E+000,2.13000E-012,2.00530E+000,-50.95480E+000,-833.00000E-012,1.90945E+000
1,1,17,1.00000E+000,4.85000E-012,2.14393E+000,-50.35180E+000,330.00000E-012,2.04459E+000
1,1,18,1.00000E+000,4.19000E-012,2.26473E+000,-49.74870E+000,-932.00000E-012,2.16893E+000
1,1,19,1.00000E+000,3.65000E-012,2.38659E+000,-49.14570E+000,-556.00000E-012,2.28965E+000
1,1,20,1.00000E+000,4.75000E-012,2.50785E+000,-48.54270E+000,-631.00000E-012,2.40889E+000
1,1,21,1.00000E+000,3.83000E-012,2.64618E+000,-47.93970E+000,-601.00000E-012,2.54702E+000
1,1,22,1.00000E+000,2.86000E-012,2.76698E+000,-47.33670E+000,-360.00000E-012,2.67114E+000
1,1,23,1.00000E+000,2.53000E-012,2.88776E+000,-46.73370E+000,-436.00000E-012,2.78851E+000
1,1,24,1.00000E+000,3.15000E-012,3.00893E+000,-46.13070E+000,-513.00000E-012,2.90944E+000
1,1,25,1.00000E+000,850.00000E-015,3.14689E+000,-45.52760E+000,-180.00000E-012,3.04711E+000
1,1,26,1.00000E+000,2.02000E-012,3.26806E+000,-44.92460E+000,-480.00000E-012,3.16918E+000
1,1,27,1.00000E+000,1.32000E-012,3.38890E+000,-44.32160E+000,-397.00000E-012,3.28974E+000
1,1,28,1.00000E+000,1.52000E-012,3.50969E+000,-43.71860E+000,-52.00000E-012,3.41032E+000
1,1,29,1.00000E+000,2.39000E-012,3.64866E+000,-43.11560E+000,1.15800E-009,3.55963E+000
1,1,30,1.00000E+000,3.48000E-012,3.76948E+000,-42.51260E+000,498.00000E-012,3.67362E+000
1,1,31,1.00000E+000,6.03000E-012,3.89031E+000,-41.90950E+000,147.00000E-012,3.79088E+000
1,1,32,1.00000E+000,6.53000E-012,4.01110E+000,-41.30650E+000,1.16200E-009,3.91588E+000
1,1,33,1.00000E+000,9.07000E-012,4.14892E+000,-40.70350E+000,-209.00000E-012,4.04982E+000
1,1,34,1.00000E+000,10.93000E-012,4.26972E+000,-40.10050E+000,-237.00000E-012,4.17057E+000
1,1,35,1.00000E+000,15.24000E-012,4.39055E+000,-39.49750E+000,183.00000E-012,4.29136E+000
1,1,36,1.00000E+000,18.80000E-012,4.51136E+000,-38.89450E+000,359.00000E-012,4.41219E+000
1,1,37,1.00000E+000,26.95000E-012,4.65017E+000,-38.29150E+000,460.00000E-012,4.56234E+000
1,1,38,1.00000E+000,30.27000E-012,4.77114E+000,-37.68840E+000,239.00000E-012,4.67240E+000
1,1,39,1.00000E+000,37.98000E-012,4.89197E+000,-37.08540E+000,1.15400E-009,4.79606E+000
1,1,40,1.00000E+000,43.94000E-012,5.01276E+000,-36.48240E+000,818.00000E-012,4.91362E+000
1,1,41,1.00000E+000,56.50000E-012,5.15242E+000,-35.87940E+000,109.00000E-012,5.06377E+000
1,1,42,1.00000E+000,67.42000E-012,5.27321E+000,-35.27640E+000,1.61300E-009,5.17732E+000
1,1,43,1.00000E+000,78.32000E-012,5.39404E+000,-34.67340E+000,1.24300E-009,5.29485E+000
1,1,44,1.00000E+000,90.83000E-012,5.51487E+000,-34.07040E+000,1.18000E-009,5.42059E+000
1,1,45,1.00000E+000,104.09000E-012,5.65470E+000,-33.46730E+000,-439.00000E-012,5.57050E+000
1,1,46,1.00000E+000,121.64000E-012,5.77550E+000,-32.86430E+000,1.30500E-009,5.67963E+000
1,1,47,1.00000E+000,131.12000E-012,5.89634E+000,-32.26130E+000,1.63700E-009,5.79713E+000
1,1,48,1.00000E+000,159.69000E-012,6.01714E+000,-31.65830E+000,1.77500E-009,5.91798E+000
1,1,49,1.00000E+000,181.28000E-012,6.15529E+000,-31.05530E+000,1.46600E-009,6.05649E+000
1,1,50,1.00000E+000,200.36000E-012,6.27608E+000,-30.45230E+000,1.67600E-009,6.17697E+000
1,1,51,1.00000E+000,228.61000E-012,6.39692E+000,-29.84920E+000,1.85000E-009,6.29772E+000
1,1,52,1.00000E+000,253.72000E-012,6.51772E+000,-29.24620E+000,1.82800E-009,6.41861E+000
1,1,53,1.00000E+000,279.24000E-012,6.65695E+000,-28.64320E+000,1.78800E-009,6.55780E+000
1,1,54,1.00000E+000,311.51000E-012,6.77775E+000,-28.04020E+000,137.00000E-012,6.68420E+000
1,1,55,1.00000E+000,343.11000E-012,6.89858E+000,-27.43720E+000,657.00000E-012,6.80266E+000
1,1,56,1.00000E+000,370.71000E-012,7.01937E+000,-26.83420E+000,2.02500E-009,6.92003E+000
1,1,57,1.00000E+000,400.67000E-012,7.15657E+000,-26.23120E+000,-619.00000E-012,7.06883E+000
1,1,58,1.00000E+000,470.40000E-012,7.27736E+000,-25.62810E+000,1.97500E-009,7.17823E+000
1,1,59,1.00000E+000,483.68000E-012,7.39822E+000,-25.02510E+000,828.00000E-012,7.30228E+000
1,1,60,1.00000E+000,503.04000E-012,7.51963E+000,-24.42210E+000,1.87600E-009,7.42087E+000
1,1,61,1.00000E+000,551.21000E-012,7.65772E+000,-23.81910E+000,2.17500E-009,7.55846E+000
1,1,62,1.00000E+000,604.19000E-012,7.77852E+000,-23.21610E+000,2.32000E-009,7.67915E+000
1,1,63,1.00000E+000,620.50000E-012,7.89935E+000,-22.61310E+000,1.59100E-009,7.80016E+000
1,1,64,1.00000E+000,635.52000E-012,8.02016E+000,-22.01010E+000,1.18800E-009,7.92178E+000
1,1,65,1.00000E+000,642.40000E-012,8.15896E+000,-21.40700E+000,1.14000E-009,8.07682E+000
1,1,66,1.00000E+000,659.40000E-012,8.27982E+000,-20.80402E+000,1.54100E-009,8.18065E+000
1,1,67,1.00000E+000,688.08000E-012,8.40066E+000,-20.20101E+000,34.00000E-012,8.30468E+000
1,1,68,1.00000E+000,696.34000E-012,8.52179E+000,-19.59799E+000,-159.00000E-012,8.42548E+000
1,1,69,1.00000E+000,734.61000E-012,8.66158E+000,-18.99497E+000,983.00000E-012,8.56279E+000
1,1,70,1.00000E+000,748.63000E-012,8.78237E+000,-18.39196E+000,875.00000E-012,8.68321E+000
1,1,71,1.00000E+000,816.51000E-012,8.90317E+000,-17.78894E+000,-409.00000E-012,8.80722E+000
1,1,72,1.00000E+000,816.55000E-012,9.02404E+000,-17.18593E+000,244.00000E-012,8.92488E+000
1,1,73,1.00000E+000,897.10000E-012,9.15625E+000,-16.58291E+000,1.69200E-009,9.05709E+000
1,1,74,1.00000E+000,903.48000E-012,9.27766E+000,-15.97990E+000,1.13200E-009,9.18174E+000
1,1,75,1.00000E+000,916.11000E-012,9.39866E+000,-15.37689E+000,2.19700E-009,9.29928E+000
1,1,76,1.00000E+000,949.33000E-012,9.51952E+000,-14.77387E+000,564.00000E-012,9.42356E+000
1,1,77,1.00000E+000,991.00000E-012,9.66387E+000,-14.17085E+000,377.00000E-012,9.56471E+000
1,1,78,1.00000E+000,1.01200E-009,9.78474E+000,-13.56784E+000,168.00000E-012,9.68550E+000
1,1,79,1.00000E+000,993.49000E-012,9.90556E+000,-12.96482E+000,2.00000E-012,9.80643E+000
1,1,80,1.00000E+000,1.05238E-009,10.02637E+000,-12.36181E+000,-89.00000E-012,9.92728E+000
1,1,81,1.00000E+000,1.08571E-009,10.16526E+000,-11.75879E+000,1.16000E-009,10.07549E+000
1,1,82,1.00000E+000,1.10993E-009,10.28606E+000,-11.15578E+000,15.00000E-012,10.18696E+000
1,1,83,1.00000E+000,1.17292E-009,10.40687E+000,-10.55276E+000,-168.00000E-012,10.31095E+000
1,1,84,1.00000E+000,1.17165E-009,10.52768E+000,-9.94975E+000,-29.00000E-012,10.43174E+000
1,1,85,1.00000E+000,1.15036E-009,10.66768E+000,-9.34673E+000,-172.00000E-012,10.56869E+000
1,1,86,1.00000E+000,1.24209E-009,10.78847E+000,-8.74372E+000,-163.00000E-012,10.68932E+000
1,1,87,1.00000E+000,1.27047E-009,10.90930E+000,-8.14070E+000,456.00000E-012,10.81328E+000
1,1,88,1.00000E+000,1.22485E-009,11.03010E+000,-7.53769E+000,107.00000E-012,10.93100E+000
1,1,89,1.00000E+000,1.19332E-009,11.16658E+000,-6.93467E+000,461.00000E-012,11.06724E+000
1,1,90,1.00000E+000,1.29640E-009,11.28738E+000,-6.33166E+000,-242.00000E-012,11.18823E+000
