Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time,CH2 Voltage,CH2 Current,CH2 Time
1,1,1,1.00000E+000,23.61000E-012,133.61500E-003,-60.00000E+000,-84.00000E-012,10.66100E-003
1,1,2,1.00000E+000,18.03000E-012,254.58700E-003,-59.39700E+000,-359.00000E-012,155.46200E-003
1,1,3,1.00000E+000,15.52000E-012,375.85800E-003,-58.79400E+000,-863.00000E-012,277.08800E-003
1,1,4,1.00000E+000,14.67000E-012,496.63800E-003,-58.19100E+000,-805.00000E-012,397.48200E-003
1,1,5,1.00000E+000,12.30000E-012,640.66300E-003,-57.58790E+000,-812.00000E-012,541.49800E-003
1,1,6,1.00000E+000,11.13000E-012,761.46600E-003,-56.98490E+000,25.00000E-012,665.63900E-003
1,1,7,1.00000E+000,9.46000E-012,883.64100E-003,-56.38190E+000,474.00000E-012,786.44400E-003
1,1,8,1.00000E+000,10.67000E-012,1.00489E+000,-55.77890E+000,453.00000E-012,905.91000E-003
1,1,9,1.00000E+000,9.23000E-012,1.14192E+000,-55.17590E+000,-382.00000E-012,1.04284E+000
1,1,10,1.00000E+000,8.21000E-012,1.26272E+000,-54.57290E+000,795.00000E-012,1.16687E+000
1,1,11,1.00000E+000,7.40000E-012,1.38397E+000,-53.96980E+000,152.00000E-012,1.28441E+000
1,1,12,1.00000E+000,9.23000E-012,1.50476E+000,-53.36680E+000,463.00000E-012,1.40569E+000
1,1,13,1.00000E+000,6.30000E-012,1.64331E+000,-52.76380E+000,292.00000E-012,1.55411E+000
1,1,14,1.00000E+000,7.79000E-012,1.76459E+000,-52.16080E+000,857.00000E-012,1.66525E+000
1,1,15,1.00000E+000,6.89000E-012,1.88539E+000,-51.55780E+000,868.00000E-012,1.78629E+000
1,1,16,1.00000E+000,6.26000E-012,2.00618E+000,-50.95480E+000,1.28700E-009,1.91032E+000
1,1,17,1.00000E+000,7.53000E-012,2.14343E+000,-50.35180E+000,509.00000E-012,2.04411E+000
1,1,18,1.00000E+000,7.11000E-012,2.26422E+000,-49.74870E+000,355.00000E-012,2.16512E+000
1,1,19,999.99900E-003,6.50000E-012,2.38528E+000,-49.14570E+000,1.25700E-009,2.28921E+000
1,1,20,1.00000E+000,6.45000E-012,2.50656E+000,-48.54270E+000,1.09900E-009,2.41175E+000
1,1,21,1.00000E+000,7.63000E-012,2.64465E+000,-47.93970E+000,566.00000E-012,2.54549E+000
1,1,22,1.00000E+000,6.38000E-012,2.76545E+000,-47.33670E+000,1.34400E-009,2.66979E+000
1,1,23,1.00000E+000,4.93000E-012,2.88627E+000,-46.73370E+000,1.35200E-009,2.79038E+000
1,1,24,1.00000E+000,7.53000E-012,3.00708E+000,-46.13070E+000,1.35300E-009,2.90796E+000
