Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time,CH2 Voltage,CH2 Current,CH2 Time
1,1,1,1.00000E+000,59.13000E-012,124.94100E-003,-60.00000E+000,-557.00000E-012,12.47700E-003
1,1,2,1.00000E+000,42.69000E-012,246.33000E-003,-59.39700E+000,-28.00000E-012,152.96600E-003
1,1,3,1.00000E+000,36.56000E-012,367.10800E-003,-58.79400E+000,517.00000E-012,267.94900E-003
1,1,4,1.00000E+000,30.23000E-012,488.12000E-003,-58.19100E+000,577.00000E-012,388.75900E-003
1,1,5,1.00000E+000,27.46000E-012,608.92300E-003,-57.58790E+000,1.11100E-009,509.82100E-003
1,1,6,1.00000E+000,25.83000E-012,729.75800E-003,-56.98490E+000,1.24600E-009,630.66000E-003
1,1,7,1.00000E+000,22.13000E-012,850.53900E-003,-56.38190E+000,1.23500E-009,751.38200E-003
1,1,8,1.00000E+000,19.06000E-012,971.38700E-003,-55.77890E+000,969.00000E-012,872.22400E-003
1,1,9,1.00000E+000,18.20000E-012,1.09220E+000,-55.17590E+000,967.00000E-012,993.02600E-003
1,1,10,1.00000E+000,15.06000E-012,1.21408E+000,-54.57290E+000,753.00000E-012,1.11385E+000
1,1,11,1.00000E+000,16.90000E-012,1.33488E+000,-53.96980E+000,329.00000E-012,1.23577E+000
1,1,12,1.00000E+000,15.26000E-012,1.45569E+000,-53.36680E+000,-62.00000E-012,1.35654E+000
1,1,13,1.00000E+000,14.39000E-012,1.57648E+000,-52.76380E+000,-59.00000E-012,1.47728E+000
1,1,14,1.00000E+000,12.17000E-012,1.69735E+000,-52.16080E+000,-451.00000E-012,1.59820E+000
1,1,15,1.00000E+000,11.72000E-012,1.81856E+000,-51.55780E+000,-336.00000E-012,1.71902E+000
1,1,16,1.00000E+000,11.64000E-012,1.93938E+000,-50.95480E+000,-212.00000E-012,1.84516E+000
1,1,17,1.00000E+000,9.80000E-012,2.06017E+000,-50.35180E+000,-803.00000E-012,1.96107E+000
1,1,18,1.00000E+000,8.12000E-012,2.18101E+000,-49.74870E+000,-623.00000E-012,2.08183E+000
1,1,19,1.00000E+000,7.45000E-012,2.30181E+000,-49.14570E+000,-574.00000E-012,2.20265E+000
1,1,20,1.00000E+000,5.12000E-012,2.42315E+000,-48.54270E+000,-254.00000E-012,2.32344E+000
1,1,21,1.00000E+000,6.96000E-012,2.54661E+000,-47.93970E+000,55.00000E-012,2.44481E+000
1,1,22,1.00000E+000,5.64000E-012,2.66749E+000,-47.33670E+000,1.15700E-009,2.56828E+000
1,1,23,1.00000E+000,3.41000E-012,2.78828E+000,-46.73370E+000,1.16500E-009,2.68916E+000
1,1,24,1.00000E+000,2.63000E-012,2.90907E+000,-46.13070E+000,1.47800E-009,2.80991E+000
1,1,25,1.00000E+000,3.87000E-012,3.05064E+000,-45.52760E+000,794.00000E-012,2.93400E+000
