Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time
1,1,1,0.00000E+000,1.61000E-012,140.77800E-003
1,1,2,200.00000E-003,59.96000E-012,286.20300E-003
1,1,3,400.00000E-003,131.75000E-012,431.33100E-003
1,1,4,600.00000E-003,176.07000E-012,576.45000E-003
1,1,5,800.00000E-003,213.99000E-012,721.64000E-003
1,1,6,1.00000E+000,228.53000E-012,866.94000E-003
1,1,7,1.20000E+000,256.10000E-012,1.01265E+000
1,1,8,1.40000E+000,271.15000E-012,1.15840E+000
1,1,9,1.60000E+000,325.13000E-012,1.30351E+000
1,1,10,1.80000E+000,391.51000E-012,1.44868E+000
1,1,11,2.00000E+000,461.87000E-012,1.59378E+000
1,1,12,2.20000E+000,551.26000E-012,1.73894E+000
1,1,13,2.40000E+000,564.69000E-012,1.88406E+000
1,1,14,2.60000E+000,702.80000E-012,2.02926E+000
1,1,15,2.80000E+000,813.92000E-012,2.17444E+000
1,1,16,3.00000E+000,836.11000E-012,2.32015E+000
1,1,17,3.20000E+000,974.84000E-012,2.46586E+000
1,1,18,3.40000E+000,961.09000E-012,2.61161E+000
1,1,19,3.60000E+000,1.09874E-009,2.75796E+000
1,1,20,3.80000E+000,1.19620E-009,2.90315E+000
1,1,21,4.00000E+000,1.29432E-009,3.04828E+000
1,1,22,4.20000E+000,1.28857E-009,3.19351E+000
1,1,23,4.40000E+000,1.34201E-009,3.33861E+000
1,1,24,4.60000E+000,1.38342E-009,3.48372E+000
1,1,25,4.80000E+000,1.40037E-009,3.62887E+000
1,1,26,5.00000E+000,1.44091E-009,3.77402E+000
1,1,27,5.20000E+000,1.53388E-009,3.91911E+000
1,1,28,5.40000E+000,1.55033E-009,4.06429E+000
1,1,29,5.60000E+000,1.67202E-009,4.20952E+000
1,1,30,5.80000E+000,1.76058E-009,4.35630E+000
1,1,31,6.00000E+000,1.75292E-009,4.50283E+000
1,1,32,6.20000E+000,1.79153E-009,4.64794E+000
1,1,33,6.40000E+000,1.82612E-009,4.79303E+000
1,1,34,6.60000E+000,1.79542E-009,4.93821E+000
1,1,35,6.80000E+000,1.90812E-009,5.08333E+000
1,1,36,7.00000E+000,1.97097E-009,5.22850E+000
1,1,37,7.20000E+000,2.07238E-009,5.37358E+000
1,1,38,7.40000E+000,2.26200E-009,5.51875E+000
1,1,39,7.60000E+000,2.41616E-009,5.66542E+000
1,1,40,7.80000E+000,2.10245E-009,5.81136E+000
1,1,41,8.00000E+000,2.10133E-009,5.95650E+000
1,1,42,8.20000E+000,2.33577E-009,6.10165E+000
1,1,43,8.40000E+000,2.36899E-009,6.24674E+000
1,1,44,8.60000E+000,2.52327E-009,6.39186E+000
1,1,45,8.80000E+000,2.72316E-009,6.53695E+000
1,1,46,9.00000E+000,2.60016E-009,6.68217E+000
1,1,47,9.20000E+000,2.54514E-009,6.82731E+000
1,1,48,9.40000E+000,2.45366E-009,6.97330E+000
1,1,49,9.60000E+000,2.38012E-009,7.12029E+000
1,1,50,9.80000E+000,2.53559E-009,7.26604E+000
1,1,51,10.00000E+000,2.34169E-009,7.41117E+000
1,1,52,9.80000E+000,2.37971E-009,7.55633E+000
1,1,53,9.60000E+000,2.13019E-009,7.70163E+000
1,1,54,9.40000E+000,2.03330E-009,7.84680E+000
1,1,55,9.20000E+000,2.03199E-009,7.99193E+000
1,1,56,9.00000E+000,2.09129E-009,8.13702E+000
1,1,57,8.79999E+000,1.94361E-009,8.28213E+000
1,1,58,8.60000E+000,2.01305E-009,8.42924E+000
1,1,59,8.40000E+000,1.83396E-009,8.57446E+000
1,1,60,8.20000E+000,1.72943E-009,8.71961E+000
1,1,61,8.00000E+000,1.61515E-009,8.86495E+000
1,1,62,7.80000E+000,1.70899E-009,9.01012E+000
1,1,63,7.60000E+000,1.76323E-009,9.15522E+000
1,1,64,7.40000E+000,1.64861E-009,9.30035E+000
1,1,65,7.20000E+000,1.64622E-009,9.44547E+000
1,1,66,7.00000E+000,1.49097E-009,9.59064E+000
1,1,67,6.80000E+000,1.53621E-009,9.73579E+000
1,1,68,6.60000E+000,1.49556E-009,9.88090E+000
1,1,69,6.40000E+000,1.47400E-009,10.02608E+000
1,1,70,6.20000E+000,1.37432E-009,10.17303E+000
1,1,71,6.00000E+000,1.33221E-009,10.31874E+000
1,1,72,5.80000E+000,1.22089E-009,10.46384E+000
1,1,73,5.60000E+000,1.09307E-009,10.60895E+000
1,1,74,5.40000E+000,1.15267E-009,10.75414E+000
1,1,75,5.20000E+000,1.09096E-009,10.89926E+000
1,1,76,5.00000E+000,1.06109E-009,11.04438E+000
1,1,77,4.80000E+000,990.62000E-012,11.18962E+000
1,1,78,4.60000E+000,929.32000E-012,11.33479E+000
1,1,79,4.40000E+000,868.73000E-012,11.48061E+000
1,1,80,4.20000E+000,848.52000E-012,11.62680E+000
1,1,81,4.00000E+000,808.47000E-012,11.77218E+000
1,1,82,3.80000E+000,767.14000E-012,11.91754E+000
1,1,83,3.60000E+000,677.48000E-012,12.06268E+000
1,1,84,3.40000E+000,644.47000E-012,12.20802E+000
1,1,85,3.20000E+000,636.06000E-012,12.35315E+000
1,1,86,3.00000E+000,582.80000E-012,12.49831E+000
1,1,87,2.80000E+000,520.83000E-012,12.64348E+000
1,1,88,2.60000E+000,500.35000E-012,12.78861E+000
1,1,89,2.40000E+000,450.00000E-012,12.93370E+000
1,1,90,2.20000E+000,417.44000E-012,13.07896E+000
1,1,91,2.00000E+000,386.98000E-012,13.22418E+000
1,1,92,1.80000E+000,353.79000E-012,13.36996E+000
1,1,93,1.60000E+000,329.27000E-012,13.51554E+000
1,1,94,1.40000E+000,291.83000E-012,13.66196E+000
1,1,95,1.20000E+000,280.05000E-012,13.80709E+000
1,1,96,1.00000E+000,231.49000E-012,13.95222E+000
1,1,97,800.00000E-003,169.78000E-012,14.09733E+000
1,1,98,600.00000E-003,130.78000E-012,14.24256E+000
1,1,99,400.00000E-003,97.78000E-012,14.38786E+000
1,1,100,200.00000E-003,31.58000E-012,14.53297E+000
1,1,101,0.00000E+000,-12.79000E-012,14.67804E+000
1,1,102,-200.00000E-003,-40.49000E-012,14.82327E+000
1,1,103,-400.00000E-003,-71.04000E-012,14.96845E+000
1,1,104,-600.00000E-003,-115.21000E-012,15.11373E+000
1,1,105,-800.00000E-003,-177.01000E-012,15.26024E+000
1,1,106,-1.00000E+000,-231.90000E-012,15.40698E+000
1,1,107,-1.20000E+000,-305.50000E-012,15.55220E+000
1,1,108,-1.40000E+000,-394.46000E-012,15.69738E+000
1,1,109,-1.60000E+000,-470.40000E-012,15.84251E+000
1,1,110,-1.80000E+000,-590.05000E-012,15.98778E+000
1,1,111,-2.00000E+000,-702.18000E-012,16.13294E+000
1,1,112,-2.20000E+000,-828.75000E-012,16.27803E+000
1,1,113,-2.40000E+000,-950.45000E-012,16.42316E+000
1,1,114,-2.60000E+000,-1.15127E-009,16.56835E+000
1,1,115,-2.80000E+000,-1.29770E-009,16.71359E+000
1,1,116,-3.00000E+000,-1.45541E-009,16.85877E+000
1,1,117,-3.20000E+000,-1.68766E-009,17.00402E+000
1,1,118,-3.40000E+000,-1.81463E-009,17.14976E+000
1,1,119,-3.60000E+000,-2.09476E-009,17.29492E+000
1,1,120,-3.80000E+000,-2.26980E-009,17.44005E+000
1,1,121,-4.00000E+000,-2.53015E-009,17.58525E+000
1,1,122,-4.20000E+000,-2.70023E-009,17.73055E+000
1,1,123,-4.40000E+000,-2.94256E-009,17.87566E+000
1,1,124,-4.60000E+000,-3.01583E-009,18.02081E+000
1,1,125,-4.80000E+000,-3.34731E-009,18.16591E+000
1,1,126,-5.00000E+000,-3.75630E-009,18.31257E+000
1,1,127,-5.20000E+000,-3.82030E-009,18.45788E+000
1,1,128,-5.40000E+000,-4.45407E-009,18.60300E+000
1,1,129,-5.60000E+000,-4.76471E-009,18.74812E+000
1,1,130,-5.80000E+000,-5.14226E-009,18.89329E+000
1,1,131,-6.00000E+000,-5.18200E-009,19.03845E+000
1,1,132,-6.20000E+000,-5.37364E-009,19.18356E+000
1,1,133,-6.40000E+000,-6.05250E-009,19.32869E+000
1,1,134,-6.60000E+000,-6.47044E-009,19.47388E+000
1,1,135,-6.80001E+000,-7.10922E-009,19.61902E+000
1,1,136,-7.00000E+000,-7.50563E-009,19.76431E+000
1,1,137,-7.20000E+000,-7.89040E-009,19.90991E+000
1,1,138,-7.40000E+000,-8.11564E-009,20.05535E+000
1,1,139,-7.60000E+000,-8.63742E-009,20.20112E+000
1,1,140,-7.80000E+000,-9.54460E-009,20.34042E+000
1,1,141,-8.00000E+000,-9.80490E-009,20.46237E+000
1,1,142,-8.20000E+000,-10.56020E-009,20.58432E+000
1,1,143,-8.40000E+000,-12.03030E-009,20.70645E+000
1,1,144,-8.60000E+000,-13.31370E-009,20.82955E+000
1,1,145,-8.80001E+000,-13.58020E-009,20.95150E+000
1,1,146,-9.00000E+000,-14.33360E-009,21.07402E+000
1,1,147,-9.20000E+000,-15.02630E-009,21.19599E+000
1,1,148,-9.40000E+000,-16.57770E-009,21.31800E+000
1,1,149,-9.60001E+000,-16.39670E-009,21.43998E+000
1,1,150,-9.80000E+000,-17.69670E-009,21.56197E+000
1,1,151,-10.00000E+000,-19.78350E-009,21.68430E+000
1,1,152,-9.80001E+000,-19.05770E-009,21.80649E+000
1,1,153,-9.60000E+000,-17.05310E-009,21.92845E+000
1,1,154,-9.40000E+000,-15.71330E-009,22.05043E+000
1,1,155,-9.20000E+000,-15.24560E-009,22.17239E+000
1,1,156,-9.00000E+000,-14.46960E-009,22.29434E+000
1,1,157,-8.80000E+000,-13.21890E-009,22.41630E+000
1,1,158,-8.60000E+000,-13.56300E-009,22.53824E+000
1,1,159,-8.40000E+000,-12.01760E-009,22.66018E+000
1,1,160,-8.20000E+000,-11.36420E-009,22.78217E+000
1,1,161,-8.00000E+000,-10.46740E-009,22.90413E+000
1,1,162,-7.80000E+000,-10.18870E-009,23.02617E+000
1,1,163,-7.60001E+000,-9.62940E-009,23.14911E+000
