Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time
1,1,1,0.00000E+000,1.69000E-012,140.81800E-003
1,1,2,200.00000E-003,69.83000E-012,286.59600E-003
1,1,3,400.00000E-003,142.49000E-012,431.80200E-003
1,1,4,600.00000E-003,214.13000E-012,576.93900E-003
1,1,5,800.00000E-003,282.91000E-012,722.16400E-003
1,1,6,1.00000E+000,349.25000E-012,867.32900E-003
1,1,7,1.20000E+000,406.64000E-012,1.01252E+000
1,1,8,1.40000E+000,493.86000E-012,1.15764E+000
1,1,9,1.60000E+000,557.25000E-012,1.30281E+000
1,1,10,1.80000E+000,626.20000E-012,1.44803E+000
1,1,11,2.00000E+000,702.00000E-012,1.59314E+000
1,1,12,2.20000E+000,734.44000E-012,1.73834E+000
1,1,13,2.40000E+000,793.85000E-012,1.88539E+000
1,1,14,2.60000E+000,847.21000E-012,2.03239E+000
1,1,15,2.80000E+000,865.32000E-012,2.17755E+000
1,1,16,3.00000E+000,901.87000E-012,2.32267E+000
1,1,17,3.20000E+000,954.78000E-012,2.46781E+000
1,1,18,3.40000E+000,1.03063E-009,2.61299E+000
1,1,19,3.60000E+000,1.03694E-009,2.75811E+000
1,1,20,3.80000E+000,1.10232E-009,2.90321E+000
1,1,21,4.00000E+000,1.10864E-009,3.04836E+000
1,1,22,4.20000E+000,1.17524E-009,3.19352E+000
1,1,23,4.40000E+000,1.13985E-009,3.33868E+000
1,1,24,4.60000E+000,1.15817E-009,3.48447E+000
1,1,25,4.80000E+000,1.23385E-009,3.62988E+000
1,1,26,5.00000E+000,1.30304E-009,3.77506E+000
1,1,27,5.20000E+000,1.28907E-009,3.92015E+000
1,1,28,5.40000E+000,1.28413E-009,4.06529E+000
1,1,29,5.60000E+000,1.30703E-009,4.21042E+000
1,1,30,5.80000E+000,1.38477E-009,4.35557E+000
1,1,31,6.00000E+000,1.40489E-009,4.50068E+000
1,1,32,6.20000E+000,1.45529E-009,4.64590E+000
1,1,33,6.40000E+000,1.50247E-009,4.79158E+000
1,1,34,6.60000E+000,1.50648E-009,4.93886E+000
1,1,35,6.80000E+000,1.47690E-009,5.08576E+000
1,1,36,7.00000E+000,1.48515E-009,5.23085E+000
1,1,37,7.20000E+000,1.46412E-009,5.37596E+000
1,1,38,7.40000E+000,1.47848E-009,5.52118E+000
1,1,39,7.60000E+000,1.47409E-009,5.66632E+000
1,1,40,7.80000E+000,1.45969E-009,5.81143E+000
1,1,41,8.00000E+000,1.53131E-009,5.95661E+000
1,1,42,8.20000E+000,1.55079E-009,6.10178E+000
1,1,43,8.40000E+000,1.62235E-009,6.24738E+000
1,1,44,8.60000E+000,1.65201E-009,6.39253E+000
1,1,45,8.80000E+000,1.59446E-009,6.53785E+000
1,1,46,9.00000E+000,1.64574E-009,6.68334E+000
1,1,47,9.20000E+000,1.58966E-009,6.82856E+000
1,1,48,9.40000E+000,1.62458E-009,6.97367E+000
1,1,49,9.60000E+000,1.61449E-009,7.11880E+000
1,1,50,9.80000E+000,1.68194E-009,7.26396E+000
1,1,51,10.00000E+000,1.64130E-009,7.40909E+000
1,1,52,9.80000E+000,1.62299E-009,7.55429E+000
1,1,53,9.60000E+000,1.55842E-009,7.69939E+000
1,1,54,9.40000E+000,1.52558E-009,7.84537E+000
1,1,55,9.20000E+000,1.46817E-009,7.99106E+000
1,1,56,9.00000E+000,1.45034E-009,8.13617E+000
1,1,57,8.80000E+000,1.41871E-009,8.28131E+000
1,1,58,8.60000E+000,1.37772E-009,8.42652E+000
1,1,59,8.40000E+000,1.35013E-009,8.57169E+000
1,1,60,8.20000E+000,1.30440E-009,8.71678E+000
1,1,61,8.00000E+000,1.24798E-009,8.86191E+000
1,1,62,7.80000E+000,1.26403E-009,9.00708E+000
1,1,63,7.60000E+000,1.17379E-009,9.15230E+000
1,1,64,7.40000E+000,1.19795E-009,9.29791E+000
1,1,65,7.20000E+000,1.18539E-009,9.44360E+000
1,1,66,7.00000E+000,1.16332E-009,9.59068E+000
1,1,67,6.80000E+000,1.08354E-009,9.73693E+000
1,1,68,6.60000E+000,1.05021E-009,9.88210E+000
1,1,69,6.40000E+000,1.04874E-009,10.02724E+000
