Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time,CH2 Voltage,CH2 Current,CH2 Time
1,1,1,1.00000E+000,30.59000E-012,133.58500E-003,-60.00000E+000,-2.50800E-009,10.52100E-003
1,1,2,1.00000E+000,19.83000E-012,254.85200E-003,-59.39700E+000,433.00000E-012,159.00100E-003
1,1,3,1.00000E+000,15.89000E-012,375.65600E-003,-58.79400E+000,462.00000E-012,281.96600E-003
1,1,4,1.00000E+000,13.20000E-012,496.44800E-003,-58.19090E+000,-4.02000E-009,396.85800E-003
1,1,5,1.00000E+000,9.69000E-012,640.19800E-003,-57.58790E+000,521.00000E-012,561.83100E-003
1,1,6,1.00000E+000,7.68000E-012,761.28900E-003,-56.98490E+000,873.00000E-012,661.85900E-003
1,1,7,1.00000E+000,9.13000E-012,882.11700E-003,-56.38190E+000,749.00000E-012,783.00600E-003
1,1,8,1.00000E+000,6.93000E-012,1.00291E+000,-55.77890E+000,987.00000E-012,903.56400E-003
1,1,9,1.00000E+000,5.48000E-012,1.14461E+000,-55.17590E+000,-297.00000E-012,1.04620E+000
1,1,10,1.00000E+000,5.12000E-012,1.26539E+000,-54.57290E+000,-113.00000E-012,1.16622E+000
1,1,11,1.00000E+000,4.30000E-012,1.38619E+000,-53.96980E+000,-1.15600E-009,1.29034E+000
1,1,12,1.00000E+000,4.07000E-012,1.50698E+000,-53.36670E+000,-5.01200E-009,1.40739E+000
1,1,13,1.00000E+000,3.81000E-012,1.64384E+000,-52.76380E+000,297.00000E-012,1.54513E+000
1,1,14,1.00000E+000,3.08000E-012,1.76462E+000,-52.16080E+000,180.00000E-012,1.66547E+000
1,1,15,1.00000E+000,2.29000E-012,1.88543E+000,-51.55780E+000,-18.00000E-012,1.78627E+000
1,1,16,1.00000E+000,2.83000E-012,2.00623E+000,-50.95480E+000,-926.00000E-012,1.91036E+000
1,1,17,1.00000E+000,2.98000E-012,2.14380E+000,-50.35180E+000,353.00000E-012,2.04469E+000
1,1,18,1.00000E+000,4.06000E-012,2.26500E+000,-49.74870E+000,181.00000E-012,2.16546E+000
1,1,19,1.00000E+000,2.30000E-012,2.38629E+000,-49.14570E+000,-402.00000E-012,2.28779E+000
1,1,20,1.00000E+000,2.96000E-012,2.50706E+000,-48.54270E+000,-591.00000E-012,2.41120E+000
1,1,21,1.00000E+000,2.42000E-012,2.64603E+000,-47.93970E+000,856.00000E-012,2.55693E+000
1,1,22,1.00000E+000,2.97000E-012,2.76684E+000,-47.33670E+000,-681.00000E-012,2.67100E+000
1,1,23,1.00000E+000,2.39000E-012,2.88763E+000,-46.73370E+000,-598.00000E-012,2.79177E+000
1,1,24,1.00000E+000,3.55000E-012,3.00843E+000,-46.13070E+000,-537.00000E-012,2.90925E+000
1,1,25,1.00000E+000,5.67000E-012,3.14836E+000,-45.52760E+000,-553.00000E-012,3.04982E+000
1,1,26,1.00000E+000,4.96000E-012,3.26917E+000,-44.92460E+000,-513.00000E-012,3.17002E+000
1,1,27,1.00000E+000,6.51000E-012,3.38997E+000,-44.32160E+000,186.00000E-012,3.29410E+000
1,1,28,1.00000E+000,7.01000E-012,3.51171E+000,-43.71850E+000,-4.79100E-009,3.41117E+000
1,1,29,1.00000E+000,15.63000E-012,3.64756E+000,-43.11560E+000,-300.00000E-012,3.54839E+000
1,1,30,1.00000E+000,21.64000E-012,3.76865E+000,-42.51260E+000,-476.00000E-012,3.66920E+000
1,1,31,1.00000E+000,33.67000E-012,3.88988E+000,-41.90950E+000,-198.00000E-012,3.79159E+000
1,1,32,1.00000E+000,33.61000E-012,4.01066E+000,-41.30650E+000,-40.00000E-012,3.91151E+000
1,1,33,1.00000E+000,50.44000E-012,4.14875E+000,-40.70350E+000,-472.00000E-012,4.04958E+000
1,1,34,1.00000E+000,51.13000E-012,4.26955E+000,-40.10050E+000,-392.00000E-012,4.17039E+000
1,1,35,1.00000E+000,77.32000E-012,4.39035E+000,-39.49750E+000,201.00000E-012,4.29447E+000
1,1,36,1.00000E+000,92.13000E-012,4.51114E+000,-38.89450E+000,-112.00000E-012,4.41198E+000
1,1,37,1.00000E+000,101.52000E-012,4.65071E+000,-38.29150E+000,-162.00000E-012,4.55183E+000
1,1,38,1.00000E+000,119.83000E-012,4.77150E+000,-37.68840E+000,-17.00000E-012,4.67248E+000
1,1,39,1.00000E+000,128.35000E-012,4.89229E+000,-37.08540E+000,136.00000E-012,4.79313E+000
1,1,40,1.00000E+000,179.70000E-012,5.01359E+000,-36.48240E+000,808.00000E-012,4.91375E+000
1,1,41,1.00000E+000,218.63000E-012,5.15127E+000,-35.87940E+000,-184.00000E-012,5.05212E+000
1,1,42,1.00000E+000,226.33000E-012,5.27225E+000,-35.27640E+000,834.00000E-012,5.17618E+000
1,1,43,1.00000E+000,240.01000E-012,5.39314E+000,-34.67340E+000,825.00000E-012,5.29377E+000
1,1,44,1.00000E+000,255.98000E-012,5.51393E+000,-34.07040E+000,791.00000E-012,5.41478E+000
1,1,45,1.00000E+000,324.61000E-012,5.65247E+000,-33.46730E+000,668.00000E-012,5.55314E+000
1,1,46,1.00000E+000,372.22000E-012,5.77327E+000,-32.86430E+000,605.00000E-012,5.67417E+000
1,1,47,1.00000E+000,395.27000E-012,5.89406E+000,-32.26130E+000,755.00000E-012,5.79491E+000
1,1,48,1.00000E+000,471.16000E-012,6.01485E+000,-31.65830E+000,1.48100E-009,5.91892E+000
1,1,49,1.00000E+000,541.41000E-012,6.15602E+000,-31.05530E+000,1.94700E-009,6.05688E+000
1,1,50,1.00000E+000,519.41000E-012,6.27681E+000,-30.45230E+000,1.51500E-009,6.17769E+000
1,1,51,1.00000E+000,644.72000E-012,6.39761E+000,-29.84920E+000,1.57900E-009,6.29845E+000
1,1,52,1.00000E+000,745.71000E-012,6.51860E+000,-29.24620E+000,1.21200E-009,6.42252E+000
1,1,53,1.00000E+000,796.72000E-012,6.65497E+000,-28.64320E+000,-279.00000E-012,6.56690E+000
1,1,54,1.00000E+000,882.58000E-012,6.77685E+000,-28.04020E+000,1.65100E-009,6.67987E+000
1,1,55,1.00000E+000,1.00182E-009,6.89768E+000,-27.43720E+000,1.60700E-009,6.79851E+000
1,1,56,1.00000E+000,1.15023E-009,7.01847E+000,-26.83420E+000,1.16000E-009,6.92258E+000
1,1,57,1.00000E+000,1.26272E-009,7.15626E+000,-26.23120E+000,1.45100E-009,7.05710E+000
1,1,58,1.00000E+000,1.38843E-009,7.27705E+000,-25.62810E+000,1.51800E-009,7.17790E+000
1,1,59,1.00000E+000,1.55850E-009,7.39784E+000,-25.02510E+000,1.70300E-009,7.29871E+000
1,1,60,1.00000E+000,1.70510E-009,7.51866E+000,-24.42210E+000,2.42600E-009,7.41932E+000
1,1,61,1.00000E+000,1.87442E-009,7.65956E+000,-23.81910E+000,1.75100E-009,7.56107E+000
1,1,62,1.00000E+000,2.01601E-009,7.78036E+000,-23.21610E+000,1.72400E-009,7.68125E+000
1,1,63,1.00000E+000,2.13288E-009,7.90115E+000,-22.61310E+000,1.65100E-009,7.80200E+000
1,1,64,1.00000E+000,2.35868E-009,8.02196E+000,-22.01010E+000,1.50100E-009,7.92286E+000
1,1,65,1.00000E+000,2.61112E-009,8.15872E+000,-21.40700E+000,-688.00000E-012,8.07073E+000
1,1,66,1.00000E+000,3.19666E-009,8.27972E+000,-20.80402E+000,1.99500E-009,8.18033E+000
1,1,67,1.00000E+000,3.29347E-009,8.40053E+000,-20.20101E+000,30.00000E-012,8.30649E+000
1,1,68,1.00000E+000,3.64367E-009,8.52132E+000,-19.59800E+000,1.96700E-009,8.42194E+000
1,1,69,1.00000E+000,3.38062E-009,8.65994E+000,-18.99497E+000,1.87900E-009,8.56082E+000
1,1,70,1.00000E+000,3.48166E-009,8.78074E+000,-18.39196E+000,1.69000E-009,8.68159E+000
1,1,71,1.00000E+000,3.77515E-009,8.90153E+000,-17.78894E+000,458.00000E-012,8.80559E+000
1,1,72,999.99900E-003,3.86482E-009,9.02248E+000,-17.18593E+000,167.00000E-012,8.92636E+000
1,1,73,1.00000E+000,4.26383E-009,9.16326E+000,-16.58291E+000,1.15600E-009,9.07742E+000
1,1,74,1.00000E+000,4.25268E-009,9.28406E+000,-15.97991E+000,1.45300E-009,9.18468E+000
1,1,75,1.00000E+000,4.31764E-009,9.40486E+000,-15.37688E+000,771.00000E-012,9.30571E+000
1,1,76,1.00000E+000,4.56177E-009,9.52565E+000,-14.77387E+000,-568.00000E-012,9.42976E+000
1,1,77,1.00000E+000,4.71784E-009,9.66723E+000,-14.17085E+000,14.00000E-012,9.56808E+000
1,1,78,1.00000E+000,5.30045E-009,9.78802E+000,-13.56784E+000,-154.00000E-012,9.68916E+000
