Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time
1,1,1,0.00000E+000,1.57000E-012,140.69500E-003
1,1,2,200.00000E-003,98.94000E-012,286.25900E-003
1,1,3,400.00000E-003,349.12000E-012,431.40300E-003
1,1,4,600.00000E-003,832.22000E-012,576.50600E-003
1,1,5,800.00000E-003,1.36125E-009,721.69700E-003
1,1,6,1.00000E+000,1.93816E-009,866.84500E-003
1,1,7,1.20000E+000,2.58949E-009,1.01246E+000
1,1,8,1.40000E+000,3.17444E-009,1.15758E+000
1,1,9,1.60000E+000,3.63376E-009,1.30278E+000
1,1,10,1.80000E+000,4.14128E-009,1.44795E+000
1,1,11,2.00000E+000,4.62334E-009,1.59307E+000
1,1,12,2.20000E+000,5.26558E-009,1.73824E+000
1,1,13,2.40000E+000,5.76615E-009,1.88332E+000
1,1,14,2.60000E+000,6.12708E-009,2.02852E+000
1,1,15,2.80000E+000,6.52659E-009,2.17367E+000
1,1,16,3.00000E+000,6.86518E-009,2.31967E+000
1,1,17,3.20000E+000,7.40609E-009,2.46514E+000
1,1,18,3.40000E+000,7.82064E-009,2.61072E+000
1,1,19,3.60000E+000,8.29293E-009,2.75687E+000
1,1,20,3.80000E+000,8.69180E-009,2.89606E+000
1,1,21,4.00000E+000,8.76255E-009,3.03294E+000
1,1,22,4.20000E+000,8.96400E-009,3.17215E+000
1,1,23,4.40000E+000,9.33320E-009,3.29409E+000
1,1,24,4.60000E+000,9.54450E-009,3.41607E+000
1,1,25,4.80000E+000,9.73680E-009,3.53846E+000
1,1,26,5.00000E+000,10.04390E-009,3.67698E+000
1,1,27,5.20000E+000,10.31160E-009,3.79893E+000
1,1,28,5.40000E+000,10.47770E-009,3.92099E+000
1,1,29,5.60000E+000,10.57880E-009,4.04296E+000
1,1,30,5.80000E+000,10.78900E-009,4.16493E+000
1,1,31,6.00000E+000,10.83210E-009,4.28694E+000
1,1,32,6.20000E+000,10.94290E-009,4.40893E+000
1,1,33,6.40000E+000,11.27710E-009,4.53088E+000
1,1,34,6.60000E+000,11.46500E-009,4.65284E+000
1,1,35,6.80000E+000,11.86890E-009,4.77479E+000
1,1,36,7.00000E+000,11.86010E-009,4.89675E+000
1,1,37,7.20000E+000,12.17450E-009,5.01868E+000
1,1,38,7.40000E+000,12.24460E-009,5.14089E+000
1,1,39,7.60000E+000,12.43100E-009,5.26399E+000
1,1,40,7.80000E+000,12.47950E-009,5.38597E+000
1,1,41,8.00000E+000,12.59370E-009,5.50838E+000
1,1,42,8.20000E+000,12.56330E-009,5.63032E+000
1,1,43,8.40000E+000,12.87560E-009,5.75235E+000
1,1,44,8.60000E+000,12.92660E-009,5.87429E+000
1,1,45,8.80000E+000,13.05030E-009,5.99623E+000
1,1,46,9.00000E+000,13.12530E-009,6.11822E+000
1,1,47,9.20000E+000,13.14380E-009,6.24021E+000
1,1,48,9.40000E+000,13.25640E-009,6.36215E+000
1,1,49,9.60000E+000,13.34650E-009,6.48408E+000
1,1,50,9.80000E+000,13.46510E-009,6.60616E+000
1,1,51,10.00000E+000,13.38740E-009,6.72933E+000
1,1,52,9.80000E+000,13.15760E-009,6.85143E+000
1,1,53,9.60000E+000,12.72540E-009,6.97380E+000
1,1,54,9.39999E+000,12.78660E-009,7.09577E+000
1,1,55,9.20000E+000,12.31930E-009,7.21773E+000
1,1,56,9.00000E+000,12.08030E-009,7.33984E+000
1,1,57,8.80000E+000,11.82260E-009,7.46179E+000
1,1,58,8.60000E+000,11.53480E-009,7.58374E+000
1,1,59,8.40000E+000,11.37000E-009,7.70570E+000
1,1,60,8.20000E+000,11.28760E-009,7.82766E+000
1,1,61,8.00000E+000,10.99950E-009,7.95007E+000
1,1,62,7.80000E+000,11.12060E-009,8.07204E+000
1,1,63,7.60000E+000,10.83980E-009,8.19402E+000
1,1,64,7.40000E+000,10.70500E-009,8.31604E+000
1,1,65,7.20000E+000,10.51360E-009,8.43802E+000
1,1,66,7.00000E+000,10.45400E-009,8.56020E+000
1,1,67,6.80000E+000,9.97470E-009,8.68216E+000
1,1,68,6.60000E+000,9.81050E-009,8.80410E+000
1,1,69,6.40000E+000,9.72970E-009,8.92604E+000
1,1,70,6.20000E+000,9.33540E-009,9.04798E+000
1,1,71,5.99999E+000,9.20981E-009,9.18487E+000
1,1,72,5.80000E+000,8.70862E-009,9.33007E+000
1,1,73,5.60000E+000,8.38131E-009,9.47546E+000
1,1,74,5.40000E+000,8.08308E-009,9.62058E+000
1,1,75,5.20000E+000,7.83697E-009,9.76626E+000
1,1,76,5.00000E+000,7.83257E-009,9.91135E+000
1,1,77,4.80000E+000,7.37231E-009,10.05644E+000
1,1,78,4.60000E+000,7.09375E-009,10.20193E+000
1,1,79,4.40000E+000,6.68926E-009,10.34717E+000
1,1,80,4.20000E+000,6.51197E-009,10.49387E+000
1,1,81,4.00000E+000,6.21879E-009,10.63898E+000
1,1,82,3.80000E+000,6.02156E-009,10.78408E+000
1,1,83,3.60000E+000,5.73457E-009,10.92926E+000
1,1,84,3.40000E+000,5.34496E-009,11.07436E+000
1,1,85,3.20000E+000,5.04307E-009,11.21946E+000
1,1,86,3.00000E+000,4.67733E-009,11.36458E+000
1,1,87,2.80000E+000,4.40546E-009,11.50974E+000
1,1,88,2.60000E+000,4.10884E-009,11.65486E+000
1,1,89,2.40000E+000,3.73111E-009,11.80035E+000
1,1,90,2.20000E+000,3.42512E-009,11.94564E+000
1,1,91,2.00000E+000,3.08500E-009,12.09128E+000
1,1,92,1.80000E+000,2.74747E-009,12.23647E+000
1,1,93,1.60000E+000,2.36092E-009,12.38166E+000
1,1,94,1.40000E+000,1.91102E-009,12.52677E+000
1,1,95,1.20000E+000,1.57379E-009,12.67195E+000
1,1,96,1.00000E+000,1.19043E-009,12.81717E+000
1,1,97,800.00000E-003,809.09000E-012,12.96229E+000
1,1,98,600.00000E-003,458.53000E-012,13.10742E+000
1,1,99,400.00000E-003,228.99000E-012,13.25267E+000
1,1,100,200.00000E-003,52.68000E-012,13.39825E+000
1,1,101,0.00000E+000,-13.64000E-012,13.54389E+000
1,1,102,-200.00000E-003,-47.50000E-012,13.68931E+000
1,1,103,-400.00000E-003,-128.45000E-012,13.83606E+000
1,1,104,-600.00000E-003,-283.53000E-012,13.98120E+000
1,1,105,-800.00000E-003,-439.67000E-012,14.12647E+000
1,1,106,-1.00000E+000,-713.55000E-012,14.27170E+000
1,1,107,-1.20000E+000,-967.73000E-012,14.41690E+000
1,1,108,-1.40000E+000,-1.17798E-009,14.56204E+000
1,1,109,-1.60000E+000,-1.49723E-009,14.70718E+000
1,1,110,-1.80000E+000,-1.84760E-009,14.85231E+000
1,1,111,-2.00000E+000,-2.27429E-009,14.99769E+000
1,1,112,-2.20000E+000,-2.68583E-009,15.14282E+000
1,1,113,-2.40000E+000,-3.14877E-009,15.28862E+000
1,1,114,-2.60000E+000,-3.44475E-009,15.43386E+000
1,1,115,-2.80000E+000,-4.10769E-009,15.57963E+000
1,1,116,-3.00001E+000,-4.61898E-009,15.72472E+000
1,1,117,-3.20000E+000,-5.04549E-009,15.86984E+000
