Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time,CH2 Voltage,CH2 Current,CH2 Time
1,1,1,1.00000E+000,33.33000E-012,133.79800E-003,-60.00000E+000,-686.00000E-012,10.88300E-003
1,1,2,1.00000E+000,27.93000E-012,254.76900E-003,-59.39700E+000,91.00000E-012,155.65200E-003
1,1,3,1.00000E+000,22.87000E-012,377.02800E-003,-58.79400E+000,-573.00000E-012,278.47300E-003
1,1,4,1.00000E+000,19.25000E-012,497.80400E-003,-58.19100E+000,-25.00000E-012,398.49200E-003
1,1,5,1.00000E+000,15.34000E-012,641.04300E-003,-57.58790E+000,-1.03100E-009,541.70500E-003
1,1,6,1.00000E+000,13.20000E-012,761.84200E-003,-56.98490E+000,-1.03500E-009,662.69100E-003
1,1,7,1.00000E+000,13.45000E-012,882.70000E-003,-56.38190E+000,-382.00000E-012,783.38100E-003
1,1,8,1.00000E+000,13.77000E-012,1.00358E+000,-55.77890E+000,-652.00000E-012,904.34500E-003
1,1,9,1.00000E+000,16.21000E-012,1.14218E+000,-55.17590E+000,725.00000E-012,1.05410E+000
1,1,10,1.00000E+000,18.27000E-012,1.26298E+000,-54.57290E+000,-596.00000E-012,1.16382E+000
1,1,11,1.00000E+000,21.46000E-012,1.38379E+000,-53.96980E+000,351.00000E-012,1.28821E+000
1,1,12,1.00000E+000,22.13000E-012,1.50536E+000,-53.36680E+000,281.00000E-012,1.40677E+000
1,1,13,1.00000E+000,30.61000E-012,1.64424E+000,-52.76380E+000,218.00000E-012,1.54491E+000
1,1,14,1.00000E+000,48.18000E-012,1.76504E+000,-52.16080E+000,732.00000E-012,1.66917E+000
1,1,15,1.00000E+000,67.89000E-012,1.88583E+000,-51.55780E+000,958.00000E-012,1.78998E+000
1,1,16,1.00000E+000,118.69000E-012,2.00664E+000,-50.95480E+000,484.00000E-012,1.90746E+000
1,1,17,1.00000E+000,129.64000E-012,2.14452E+000,-50.35180E+000,-250.00000E-012,2.04541E+000
1,1,18,1.00000E+000,181.81000E-012,2.26575E+000,-49.74870E+000,1.05600E-009,2.17107E+000
1,1,19,1.00000E+000,235.22000E-012,2.38654E+000,-49.14570E+000,410.00000E-012,2.28737E+000
