Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time
1,1,1,0.00000E+000,2.60000E-012,140.55800E-003
1,1,2,200.00000E-003,368.76000E-012,286.59800E-003
1,1,3,399.99000E-003,1.65611E-009,431.70100E-003
1,1,4,599.99000E-003,5.55521E-009,576.91500E-003
1,1,5,800.00000E-003,11.30960E-009,716.15300E-003
1,1,6,1.00000E+000,17.57560E-009,841.22800E-003
1,1,7,1.20000E+000,25.09510E-009,963.21200E-003
1,1,8,1.40000E+000,33.02620E-009,1.08520E+000
1,1,9,1.60000E+000,41.39350E-009,1.20714E+000
1,1,10,1.80000E+000,49.85610E-009,1.32908E+000
1,1,11,2.00000E+000,58.49500E-009,1.46829E+000
1,1,12,2.20000E+000,66.95250E-009,1.60751E+000
1,1,13,2.40000E+000,78.24290E-009,1.74920E+000
1,1,14,2.60000E+000,88.15400E-009,1.87588E+000
1,1,15,2.80000E+000,98.83900E-009,1.99785E+000
1,1,16,3.00000E+000,110.37300E-009,2.11983E+000
1,1,17,3.20000E+000,117.72000E-009,2.24177E+000
1,1,18,3.40000E+000,129.12100E-009,2.36372E+000
1,1,19,3.60000E+000,139.11500E-009,2.48566E+000
1,1,20,3.80000E+000,154.29100E-009,2.60763E+000
1,1,21,4.00000E+000,163.69300E-009,2.72957E+000
1,1,22,4.20000E+000,176.83100E-009,2.85152E+000
1,1,23,4.40000E+000,187.91000E-009,2.97346E+000
1,1,24,4.60000E+000,198.76000E-009,3.09541E+000
1,1,25,4.80000E+000,211.34600E-009,3.21812E+000
1,1,26,5.00000E+000,221.28200E-009,3.34008E+000
1,1,27,5.20000E+000,234.16200E-009,3.46283E+000
1,1,28,5.40000E+000,247.97000E-009,3.58482E+000
1,1,29,5.60000E+000,260.04700E-009,3.70675E+000
1,1,30,5.80000E+000,272.24400E-009,3.82873E+000
1,1,31,6.00000E+000,285.79500E-009,3.95072E+000
1,1,32,6.20000E+000,295.71900E-009,4.07267E+000
1,1,33,6.40000E+000,310.79300E-009,4.19470E+000
1,1,34,6.60000E+000,322.42600E-009,4.31665E+000
1,1,35,6.80000E+000,333.51700E-009,4.43860E+000
1,1,36,7.00000E+000,349.03000E-009,4.56054E+000
1,1,37,7.20000E+000,358.39100E-009,4.68255E+000
1,1,38,7.40000E+000,371.22400E-009,4.80446E+000
1,1,39,7.60000E+000,387.84800E-009,4.92644E+000
1,1,40,7.80000E+000,399.92700E-009,5.04842E+000
1,1,41,8.00000E+000,408.73300E-009,5.17108E+000
1,1,42,8.20000E+000,423.47300E-009,5.29307E+000
1,1,43,8.40000E+000,435.83200E-009,5.41502E+000
1,1,44,8.60000E+000,451.29000E-009,5.53722E+000
1,1,45,8.80000E+000,458.19200E-009,5.65919E+000
1,1,46,9.00000E+000,478.20800E-009,5.78114E+000
1,1,47,9.20000E+000,487.64500E-009,5.90308E+000
1,1,48,9.40000E+000,503.54000E-009,6.02502E+000
1,1,49,9.60000E+000,517.33500E-009,6.14708E+000
1,1,50,9.80000E+000,525.46000E-009,6.26947E+000
1,1,51,10.00000E+000,536.38800E-009,6.39190E+000
1,1,52,9.80000E+000,531.09400E-009,6.51383E+000
1,1,53,9.60000E+000,528.96800E-009,6.63586E+000
1,1,54,9.40000E+000,524.81400E-009,6.75781E+000
1,1,55,9.20000E+000,517.46900E-009,6.87978E+000
1,1,56,9.00000E+000,510.53400E-009,7.00172E+000
1,1,57,8.80000E+000,502.45300E-009,7.12366E+000
1,1,58,8.60000E+000,492.61700E-009,7.24560E+000
1,1,59,8.40000E+000,481.76900E-009,7.36752E+000
1,1,60,8.20000E+000,470.76900E-009,7.48949E+000
1,1,61,8.00000E+000,462.41800E-009,7.61182E+000
1,1,62,7.80000E+000,449.26800E-009,7.73448E+000
1,1,63,7.60000E+000,439.25500E-009,7.85643E+000
1,1,64,7.40000E+000,431.90700E-009,7.97840E+000
1,1,65,7.20000E+000,419.61000E-009,8.10042E+000
1,1,66,7.00000E+000,406.96600E-009,8.22237E+000
1,1,67,6.80000E+000,395.63200E-009,8.34431E+000
1,1,68,6.60000E+000,381.20200E-009,8.46627E+000
1,1,69,6.40000E+000,370.95700E-009,8.58821E+000
1,1,70,6.20000E+000,358.43300E-009,8.71103E+000
1,1,71,6.00000E+000,348.51100E-009,8.83298E+000
1,1,72,5.80000E+000,336.31900E-009,8.95491E+000
1,1,73,5.60000E+000,324.40200E-009,9.07686E+000
1,1,74,5.40000E+000,314.51700E-009,9.19890E+000
1,1,75,5.20000E+000,302.36800E-009,9.32090E+000
1,1,76,5.00000E+000,287.93400E-009,9.44285E+000
1,1,77,4.80000E+000,275.29300E-009,9.56480E+000
1,1,78,4.60000E+000,259.23700E-009,9.68676E+000
1,1,79,4.40000E+000,247.00500E-009,9.80894E+000
1,1,80,4.20000E+000,232.08900E-009,9.93092E+000
1,1,81,4.00000E+000,217.84600E-009,10.05287E+000
1,1,82,3.80000E+000,204.10500E-009,10.17485E+000
1,1,83,3.60000E+000,190.05400E-009,10.29683E+000
1,1,84,3.40000E+000,177.90400E-009,10.41879E+000
1,1,85,3.20000E+000,165.52600E-009,10.54078E+000
1,1,86,3.00000E+000,152.22400E-009,10.66275E+000
1,1,87,2.80000E+000,139.25800E-009,10.78469E+000
1,1,88,2.60000E+000,125.80200E-009,10.90666E+000
1,1,89,2.40000E+000,113.04900E-009,11.02862E+000
1,1,90,2.20000E+000,97.93700E-009,11.15061E+000
1,1,91,2.00001E+000,83.87480E-009,11.29025E+000
1,1,92,1.80000E+000,70.78860E-009,11.41221E+000
1,1,93,1.60000E+000,56.78700E-009,11.53438E+000
1,1,94,1.39999E+000,44.47900E-009,11.67526E+000
1,1,95,1.20000E+000,34.05010E-009,11.79719E+000
1,1,96,1.00000E+000,21.24410E-009,11.91917E+000
1,1,97,800.00000E-003,12.35360E-009,12.04112E+000
1,1,98,599.99000E-003,5.62086E-009,12.17804E+000
1,1,99,400.00000E-003,1.91451E-009,12.32325E+000
1,1,100,200.00000E-003,301.18000E-012,12.46834E+000
1,1,101,0.00000E+000,-9.16000E-012,12.61351E+000
1,1,102,-200.00000E-003,-232.49000E-012,12.75869E+000
1,1,103,-400.00000E-003,-676.36000E-012,12.90412E+000
1,1,104,-600.00000E-003,-1.19848E-009,13.05108E+000
1,1,105,-800.00000E-003,-2.02189E-009,13.19620E+000
1,1,106,-1.00000E+000,-3.22210E-009,13.34143E+000
1,1,107,-1.20000E+000,-4.52951E-009,13.48661E+000
1,1,108,-1.40000E+000,-5.84889E-009,13.63178E+000
1,1,109,-1.60000E+000,-6.87906E-009,13.77691E+000
1,1,110,-1.80000E+000,-8.96319E-009,13.92206E+000
1,1,111,-2.00000E+000,-10.45460E-009,14.06132E+000
1,1,112,-2.20000E+000,-12.43400E-009,14.18403E+000
1,1,113,-2.40000E+000,-15.85970E-009,14.30602E+000
1,1,114,-2.60000E+000,-18.67620E-009,14.42804E+000
1,1,115,-2.80000E+000,-21.97320E-009,14.56645E+000
1,1,116,-2.99999E+000,-37.65730E-009,14.68838E+000
1,1,117,-3.20001E+000,-36.78600E-009,14.81032E+000
1,1,118,-3.40001E+000,-41.42670E-009,14.93226E+000
1,1,119,-3.60003E+000,-50.96520E-009,15.05422E+000
1,1,120,-3.79998E+000,-52.44180E-009,15.19473E+000
1,1,121,-3.99999E+000,-56.47830E-009,15.33640E+000
1,1,122,-4.19999E+000,-63.48300E-009,15.47806E+000
1,1,123,-4.40000E+000,-73.92760E-009,15.61983E+000
1,1,124,-4.60000E+000,-101.19700E-009,15.74473E+000
1,1,125,-4.80000E+000,-110.23500E-009,15.86712E+000
1,1,126,-5.00000E+000,-135.54800E-009,15.98912E+000
1,1,127,-5.20000E+000,-166.41600E-009,16.11115E+000
1,1,128,-5.40000E+000,-183.69700E-009,16.23323E+000
1,1,129,-5.60000E+000,-192.42900E-009,16.35585E+000
1,1,130,-5.80001E+000,-228.14500E-009,16.47778E+000
1,1,131,-6.00000E+000,-257.76100E-009,16.59971E+000
1,1,132,-6.20000E+000,-294.98200E-009,16.72170E+000
1,1,133,-6.40000E+000,-375.94200E-009,16.84367E+000
1,1,134,-6.60000E+000,-399.59200E-009,16.96565E+000
1,1,135,-6.80001E+000,-399.49100E-009,17.08760E+000
1,1,136,-7.00001E+000,-443.39300E-009,17.20964E+000
1,1,137,-7.20000E+000,-477.88100E-009,17.33203E+000
1,1,138,-7.40000E+000,-548.73900E-009,17.45470E+000
1,1,139,-7.60001E+000,-546.93000E-009,17.57668E+000
1,1,140,-7.80001E+000,-668.12000E-009,17.69863E+000
1,1,141,-8.00001E+000,-691.03600E-009,17.82058E+000
1,1,142,-8.20000E+000,-761.51000E-009,17.94254E+000
1,1,143,-8.40000E+000,-849.11900E-009,18.06745E+000
1,1,144,-8.60000E+000,-1.00916E-006,18.18946E+000
1,1,145,-8.80000E+000,-944.68000E-009,18.31139E+000
1,1,146,-9.00000E+000,-1.13261E-006,18.43331E+000
1,1,147,-9.20000E+000,-934.93000E-009,18.55640E+000
1,1,148,-9.40000E+000,-1.01931E-006,18.67864E+000
1,1,149,-9.60000E+000,-1.12491E-006,18.80060E+000
1,1,150,-9.80000E+000,-1.36773E-006,18.92256E+000
1,1,151,-10.00000E+000,-1.21607E-006,19.04449E+000
1,1,152,-9.80000E+000,-1.11815E-006,19.16650E+000
1,1,153,-9.60000E+000,-1.02143E-006,19.28843E+000
1,1,154,-9.40000E+000,-1.09191E-006,19.41036E+000
1,1,155,-9.20000E+000,-1.14379E-006,19.53230E+000
1,1,156,-9.00000E+000,-1.07773E-006,19.65421E+000
1,1,157,-8.80000E+000,-1.05970E-006,19.77612E+000
1,1,158,-8.60000E+000,-1.03027E-006,19.89805E+000
1,1,159,-8.40000E+000,-1.01033E-006,20.01998E+000
1,1,160,-8.20000E+000,-962.08000E-009,20.14199E+000
1,1,161,-8.00000E+000,-938.11000E-009,20.26431E+000
1,1,162,-7.80000E+000,-868.68000E-009,20.38763E+000
1,1,163,-7.60000E+000,-838.54000E-009,20.51244E+000
1,1,164,-7.40000E+000,-810.82300E-009,20.63444E+000
1,1,165,-7.20000E+000,-717.09100E-009,20.75639E+000
1,1,166,-7.00000E+000,-717.46700E-009,20.87843E+000
1,1,167,-6.80000E+000,-667.28300E-009,21.00043E+000
1,1,168,-6.60000E+000,-647.43700E-009,21.12247E+000
1,1,169,-6.40000E+000,-580.94700E-009,21.24450E+000
1,1,170,-6.20000E+000,-581.10500E-009,21.36646E+000
1,1,171,-6.00000E+000,-551.14100E-009,21.48844E+000
1,1,172,-5.80000E+000,-512.60200E-009,21.61040E+000
1,1,173,-5.60000E+000,-487.24800E-009,21.73245E+000
1,1,174,-5.40000E+000,-463.80900E-009,21.85441E+000
1,1,175,-5.20000E+000,-443.48700E-009,21.97638E+000
1,1,176,-5.00000E+000,-417.74800E-009,22.09833E+000
1,1,177,-4.80000E+000,-387.30400E-009,22.22037E+000
