Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time,CH2 Voltage,CH2 Current,CH2 Time
1,1,1,1.00000E+000,4.13000E-012,133.59700E-003,-60.00000E+000,-492.00000E-012,10.73000E-003
1,1,2,1.00000E+000,1.98000E-012,254.65500E-003,-59.39700E+000,-745.00000E-012,155.44900E-003
1,1,3,1.00000E+000,940.00000E-015,375.60100E-003,-58.79400E+000,-942.00000E-012,276.65600E-003
1,1,4,1.00000E+000,1.11000E-012,496.38500E-003,-58.19100E+000,-1.45300E-009,400.55100E-003
1,1,5,1.00000E+000,430.00000E-015,640.80600E-003,-57.58790E+000,-1.01700E-009,541.42300E-003
1,1,6,1.00000E+000,-450.00000E-015,761.66100E-003,-56.98490E+000,145.00000E-012,665.77200E-003
1,1,7,1.00000E+000,1.32000E-012,882.46600E-003,-56.38190E+000,542.00000E-012,786.66100E-003
1,1,8,1.00000E+000,350.00000E-015,1.00330E+000,-55.77890E+000,763.00000E-012,907.45400E-003
1,1,9,1.00000E+000,140.00000E-015,1.14289E+000,-55.17590E+000,-1.15500E-009,1.05929E+000
1,1,10,1.00000E+000,110.00000E-015,1.26373E+000,-54.57280E+000,-4.46100E-009,1.16409E+000
1,1,11,1.00000E+000,-410.00000E-015,1.38454E+000,-53.96980E+000,455.00000E-012,1.28515E+000
1,1,12,1.00000E+000,-530.00000E-015,1.50533E+000,-53.36680E+000,776.00000E-012,1.40616E+000
1,1,13,1.00000E+000,-350.00000E-015,1.64318E+000,-52.76380E+000,107.00000E-012,1.54402E+000
1,1,14,1.00000E+000,-1.11000E-012,1.76403E+000,-52.16080E+000,475.00000E-012,1.66482E+000
1,1,15,1.00000E+000,-1.27000E-012,1.88484E+000,-51.55780E+000,698.00000E-012,1.78569E+000
1,1,16,1.00000E+000,-1.56000E-012,2.00564E+000,-50.95480E+000,949.00000E-012,1.90646E+000
1,1,17,1.00000E+000,-910.00000E-015,2.14444E+000,-50.35180E+000,603.00000E-012,2.04534E+000
1,1,18,1.00000E+000,-1.68000E-012,2.26547E+000,-49.74870E+000,957.00000E-012,2.16613E+000
1,1,19,1.00000E+000,-540.00000E-015,2.38629E+000,-49.14570E+000,1.24400E-009,2.28714E+000
1,1,20,1.00000E+000,-580.00000E-015,2.50716E+000,-48.54270E+000,1.21000E-009,2.40801E+000
1,1,21,1.00000E+000,-980.00000E-015,2.64563E+000,-47.93970E+000,1.06300E-009,2.54648E+000
1,1,22,1.00000E+000,-20.00000E-015,2.76647E+000,-47.33670E+000,1.38500E-009,2.67059E+000
1,1,23,1.00000E+000,-1.00000E-012,2.88727E+000,-46.73370E+000,1.03200E-009,2.79137E+000
1,1,24,1.00000E+000,100.00000E-015,3.00808E+000,-46.13060E+000,-3.18400E-009,2.90848E+000
1,1,25,1.00000E+000,690.00000E-015,3.14866E+000,-45.52760E+000,-239.00000E-012,3.06345E+000
1,1,26,1.00000E+000,-140.00000E-015,3.26950E+000,-44.92460E+000,1.89100E-009,3.17007E+000
1,1,27,1.00000E+000,780.00000E-015,3.39030E+000,-44.32160E+000,1.53000E-009,3.29092E+000
1,1,28,1.00000E+000,1.66000E-012,3.51144E+000,-43.71860E+000,1.27600E-009,3.41200E+000
1,1,29,1.00000E+000,4.71000E-012,3.64821E+000,-43.11560E+000,2.04400E-009,3.54889E+000
1,1,30,1.00000E+000,4.85000E-012,3.76943E+000,-42.51260E+000,1.67400E-009,3.66991E+000
1,1,31,1.00000E+000,8.03000E-012,3.89024E+000,-41.90950E+000,1.18100E-009,3.79154E+000
1,1,32,1.00000E+000,9.06000E-012,4.01103E+000,-41.30650E+000,1.30000E-009,3.91189E+000
1,1,33,1.00000E+000,10.92000E-012,4.14941E+000,-40.70350E+000,1.58000E-009,4.05030E+000
1,1,34,1.00000E+000,9.09000E-012,4.27025E+000,-40.10050E+000,1.59000E-009,4.17106E+000
1,1,35,1.00000E+000,8.77000E-012,4.39106E+000,-39.49750E+000,1.22500E-009,4.29195E+000
1,1,36,1.00000E+000,9.06000E-012,4.51191E+000,-38.89460E+000,1.54000E-009,4.41253E+000
