Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time,CH2 Voltage,CH2 Current,CH2 Time
1,1,1,1.00000E+000,18.24000E-012,133.76700E-003,-60.00000E+000,-2.43500E-009,10.91200E-003
1,1,2,1.00000E+000,12.93000E-012,255.22800E-003,-59.39700E+000,-1.24500E-009,156.29200E-003
1,1,3,1.00000E+000,11.10000E-012,376.01700E-003,-58.79400E+000,-498.00000E-012,276.68400E-003
1,1,4,1.00000E+000,9.54000E-012,496.80000E-003,-58.19100E+000,-40.00000E-012,397.48900E-003
1,1,5,1.00000E+000,7.92000E-012,641.79600E-003,-57.58790E+000,991.00000E-012,542.68400E-003
1,1,6,1.00000E+000,6.31000E-012,762.59700E-003,-56.98490E+000,1.17900E-009,663.46100E-003
1,1,7,1.00000E+000,6.81000E-012,883.39200E-003,-56.38190E+000,188.00000E-012,787.57000E-003
1,1,8,1.00000E+000,6.02000E-012,1.00450E+000,-55.77890E+000,933.00000E-012,905.05100E-003
1,1,9,1.00000E+000,10.37000E-012,1.14212E+000,-55.17590E+000,1.18300E-009,1.04297E+000
1,1,10,1.00000E+000,10.34000E-012,1.26342E+000,-54.57290E+000,1.10800E-009,1.16450E+000
1,1,11,1.00000E+000,10.12000E-012,1.38420E+000,-53.96980E+000,1.74900E-009,1.28487E+000
1,1,12,1.00000E+000,9.76000E-012,1.50505E+000,-53.36680E+000,1.54800E-009,1.40562E+000
1,1,13,1.00000E+000,9.96000E-012,1.64433E+000,-52.76380E+000,-863.00000E-012,1.55545E+000
1,1,14,1.00000E+000,10.03000E-012,1.76513E+000,-52.16080E+000,91.00000E-012,1.66938E+000
1,1,15,1.00000E+000,11.26000E-012,1.88593E+000,-51.55780E+000,1.06300E-009,1.78678E+000
1,1,16,1.00000E+000,11.83000E-012,2.00725E+000,-50.95480E+000,-1.09600E-009,1.91344E+000
1,1,17,1.00000E+000,12.11000E-012,2.14458E+000,-50.35180E+000,930.00000E-012,2.06242E+000
1,1,18,1.00000E+000,12.99000E-012,2.26538E+000,-49.74870E+000,83.00000E-012,2.16954E+000
1,1,19,1.00000E+000,14.26000E-012,2.38617E+000,-49.14570E+000,1.14400E-009,2.28702E+000
1,1,20,1.00000E+000,14.90000E-012,2.50735E+000,-48.54270E+000,-396.00000E-012,2.41106E+000
1,1,21,1.00000E+000,16.69000E-012,2.64686E+000,-47.93970E+000,1.01300E-009,2.56300E+000
1,1,22,1.00000E+000,18.25000E-012,2.76766E+000,-47.33670E+000,810.00000E-012,2.66855E+000
1,1,23,1.00000E+000,21.65000E-012,2.88845E+000,-46.73370E+000,738.00000E-012,2.78930E+000
1,1,24,1.00000E+000,26.33000E-012,3.00951E+000,-46.13070E+000,424.00000E-012,2.91011E+000
1,1,25,1.00000E+000,34.78000E-012,3.14714E+000,-45.52760E+000,1.11100E-009,3.04799E+000
1,1,26,1.00000E+000,37.14000E-012,3.26806E+000,-44.92460E+000,939.00000E-012,3.16878E+000
1,1,27,1.00000E+000,42.93000E-012,3.38887E+000,-44.32160E+000,-912.00000E-012,3.29496E+000
1,1,28,1.00000E+000,48.95000E-012,3.50966E+000,-43.71860E+000,430.00000E-012,3.41056E+000
1,1,29,1.00000E+000,57.87000E-012,3.64836E+000,-43.11560E+000,86.00000E-012,3.56059E+000
1,1,30,1.00000E+000,71.30000E-012,3.76915E+000,-42.51260E+000,639.00000E-012,3.67002E+000
1,1,31,1.00000E+000,89.57000E-012,3.89014E+000,-41.90950E+000,-668.00000E-012,3.79408E+000
1,1,32,1.00000E+000,103.11000E-012,4.01114E+000,-41.30650E+000,51.00000E-012,3.91181E+000
1,1,33,1.00000E+000,122.81000E-012,4.14963E+000,-40.70350E+000,676.00000E-012,4.05052E+000
1,1,34,1.00000E+000,154.80000E-012,4.27042E+000,-40.10040E+000,-3.63900E-009,4.17083E+000
1,1,35,1.00000E+000,176.86000E-012,4.39121E+000,-39.49750E+000,148.00000E-012,4.29206E+000
1,1,36,1.00000E+000,226.52000E-012,4.51202E+000,-38.89450E+000,-776.00000E-012,4.41609E+000
1,1,37,1.00000E+000,251.75000E-012,4.65104E+000,-38.29150E+000,268.00000E-012,4.55178E+000
1,1,38,1.00000E+000,290.41000E-012,4.77183E+000,-37.68840E+000,26.00000E-012,4.67274E+000
