Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time,CH2 Voltage,CH2 Current,CH2 Time
1,1,1,1.00000E+000,7.42000E-012,133.73600E-003,-60.00000E+000,-2.24300E-009,11.02500E-003
1,1,2,1.00000E+000,4.89000E-012,255.69700E-003,-59.39700E+000,-729.00000E-012,156.41400E-003
1,1,3,1.00000E+000,3.56000E-012,376.48300E-003,-58.79400E+000,-896.00000E-012,277.63600E-003
1,1,4,1.00000E+000,2.79000E-012,497.30600E-003,-58.19100E+000,-82.00000E-012,397.93800E-003
1,1,5,1.00000E+000,3.16000E-012,640.61000E-003,-57.58790E+000,307.00000E-012,562.01100E-003
1,1,6,1.00000E+000,3.64000E-012,761.41500E-003,-56.98490E+000,613.00000E-012,665.57400E-003
1,1,7,1.00000E+000,810.00000E-015,882.65400E-003,-56.38190E+000,1.13900E-009,783.17000E-003
1,1,8,1.00000E+000,3.78000E-012,1.00351E+000,-55.77890E+000,436.00000E-012,907.64000E-003
1,1,9,1.00000E+000,560.00000E-015,1.14306E+000,-55.17590E+000,1.28300E-009,1.04472E+000
1,1,10,1.00000E+000,650.00000E-015,1.26384E+000,-54.57290E+000,1.21300E-009,1.16473E+000
1,1,11,1.00000E+000,700.00000E-015,1.38464E+000,-53.96980E+000,1.16500E-009,1.28547E+000
1,1,12,1.00000E+000,1.02000E-012,1.50544E+000,-53.36680E+000,62.00000E-012,1.40959E+000
1,1,13,1.00000E+000,-490.00000E-015,1.64294E+000,-52.76380E+000,1.51100E-009,1.54383E+000
1,1,14,1.00000E+000,-720.00000E-015,1.76373E+000,-52.16080E+000,1.47100E-009,1.66457E+000
1,1,15,1.00000E+000,-920.00000E-015,1.88452E+000,-51.55780E+000,273.00000E-012,1.78869E+000
1,1,16,1.00000E+000,-730.00000E-015,2.00576E+000,-50.95480E+000,1.08600E-009,1.90616E+000
1,1,17,1.00000E+000,-1.89000E-012,2.14466E+000,-50.35180E+000,1.34500E-009,2.04513E+000
1,1,18,1.00000E+000,570.00000E-015,2.26544E+000,-49.74870E+000,1.59300E-009,2.16613E+000
1,1,19,1.00000E+000,-220.00000E-015,2.38626E+000,-49.14570E+000,1.25200E-009,2.28710E+000
1,1,20,1.00000E+000,-790.00000E-015,2.50711E+000,-48.54270E+000,-228.00000E-012,2.41121E+000
1,1,21,1.00000E+000,-340.00000E-015,2.64545E+000,-47.93970E+000,1.20800E-009,2.54634E+000
1,1,22,1.00000E+000,-1.52000E-012,2.76626E+000,-47.33670E+000,1.23200E-009,2.66715E+000
1,1,23,1.00000E+000,380.00000E-015,2.88702E+000,-46.73370E+000,956.00000E-012,2.78789E+000
1,1,24,1.00000E+000,1.56000E-012,3.00789E+000,-46.13070E+000,-503.00000E-012,2.91198E+000
1,1,25,1.00000E+000,760.00000E-015,3.14824E+000,-45.52760E+000,625.00000E-012,3.04956E+000
1,1,26,1.00000E+000,230.00000E-015,3.26903E+000,-44.92460E+000,-517.00000E-012,3.17314E+000
1,1,27,1.00000E+000,1.13000E-012,3.38981E+000,-44.32160E+000,852.00000E-012,3.29049E+000
1,1,28,1.00000E+000,490.00000E-015,3.51062E+000,-43.71860E+000,-4.97000E-009,3.41103E+000
1,1,29,1.00000E+000,370.00000E-015,3.64966E+000,-43.11560E+000,921.00000E-012,3.56237E+000
1,1,30,1.00000E+000,-50.00000E-015,3.77046E+000,-42.51260E+000,73.00000E-012,3.67179E+000
1,1,31,1.00000E+000,-280.00000E-015,3.89124E+000,-41.90950E+000,-131.00000E-012,3.79213E+000
1,1,32,1.00000E+000,-1.40000E-012,4.01202E+000,-41.30650E+000,-702.00000E-012,3.91614E+000
1,1,33,1.00000E+000,-1.34000E-012,4.14924E+000,-40.70350E+000,547.00000E-012,4.05014E+000
1,1,34,1.00000E+000,600.00000E-015,4.27005E+000,-40.10050E+000,389.00000E-012,4.17095E+000
1,1,35,1.00000E+000,-740.00000E-015,4.39107E+000,-39.49750E+000,-838.00000E-012,4.29597E+000
1,1,36,1.00000E+000,-710.00000E-015,4.51188E+000,-38.89450E+000,-193.00000E-012,4.41272E+000
1,1,37,1.00000E+000,-1.05000E-012,4.65046E+000,-38.29150E+000,281.00000E-012,4.55130E+000
1,1,38,1.00000E+000,-460.00000E-015,4.77126E+000,-37.68840E+000,-819.00000E-012,4.67539E+000
1,1,39,1.00000E+000,-700.00000E-015,4.89205E+000,-37.08540E+000,-22.00000E-012,4.79295E+000
1,1,40,1.00000E+000,-220.00000E-015,5.01285E+000,-36.48240E+000,-96.00000E-012,4.91369E+000
1,1,41,1.00000E+000,-930.00000E-015,5.15171E+000,-35.87940E+000,614.00000E-012,5.06949E+000
1,1,42,1.00000E+000,-2.09000E-012,5.27251E+000,-35.27640E+000,268.00000E-012,5.17319E+000
1,1,43,1.00000E+000,-1.97000E-012,5.39331E+000,-34.67340E+000,300.00000E-012,5.29397E+000
1,1,44,1.00000E+000,530.00000E-015,5.51410E+000,-34.07040E+000,-512.00000E-012,5.41499E+000
1,1,45,1.00000E+000,-130.00000E-015,5.65396E+000,-33.46730E+000,1.04800E-009,5.56733E+000
1,1,46,1.00000E+000,460.00000E-015,5.77476E+000,-32.86430E+000,709.00000E-012,5.68178E+000
1,1,47,1.00000E+000,630.00000E-015,5.89555E+000,-32.26130E+000,55.00000E-012,5.79966E+000
1,1,48,1.00000E+000,3.73000E-012,6.01634E+000,-31.65830E+000,209.00000E-012,5.92042E+000
1,1,49,1.00000E+000,2.99000E-012,6.15424E+000,-31.05530E+000,-29.00000E-012,6.05492E+000
1,1,50,1.00000E+000,8.36000E-012,6.27503E+000,-30.45230E+000,-211.00000E-012,6.17580E+000
1,1,51,1.00000E+000,8.30000E-012,6.39604E+000,-29.84920E+000,11.00000E-012,6.29673E+000
1,1,52,1.00000E+000,17.04000E-012,6.51727E+000,-29.24620E+000,1.25200E-009,6.42316E+000
1,1,53,1.00000E+000,20.38000E-012,6.65546E+000,-28.64320E+000,-459.00000E-012,6.55636E+000
1,1,54,1.00000E+000,25.17000E-012,6.77625E+000,-28.04020E+000,-181.00000E-012,6.67717E+000
1,1,55,1.00000E+000,42.31000E-012,6.89704E+000,-27.43720E+000,-179.00000E-012,6.79788E+000
1,1,56,1.00000E+000,47.44000E-012,7.01789E+000,-26.83420E+000,948.00000E-012,6.92194E+000
1,1,57,1.00000E+000,58.59000E-012,7.15907E+000,-26.23120E+000,-562.00000E-012,7.07444E+000
1,1,58,1.00000E+000,76.14000E-012,7.27986E+000,-25.62810E+000,978.00000E-012,7.18049E+000
1,1,59,1.00000E+000,118.57000E-012,7.40065E+000,-25.02510E+000,827.00000E-012,7.30154E+000
