Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time
1,1,1,0.00000E+000,14.49000E-012,140.84100E-003
1,1,2,200.00000E-003,1.30402E-009,286.22200E-003
1,1,3,400.00000E-003,2.63722E-009,431.33300E-003
1,1,4,600.00000E-003,3.93418E-009,576.44900E-003
1,1,5,800.00000E-003,5.69542E-009,721.67200E-003
1,1,6,1.00000E+000,7.34419E-009,866.81700E-003
1,1,7,1.20000E+000,8.49845E-009,1.01193E+000
1,1,8,1.40000E+000,9.85030E-009,1.15123E+000
1,1,9,1.60000E+000,11.54820E-009,1.27316E+000
1,1,10,1.80000E+000,12.98030E-009,1.39510E+000
1,1,11,2.00000E+000,14.69380E-009,1.51705E+000
1,1,12,2.20000E+000,16.58140E-009,1.63904E+000
1,1,13,2.40000E+000,17.53900E-009,1.76098E+000
1,1,14,2.60000E+000,19.13490E-009,1.88360E+000
1,1,15,2.80000E+000,20.75010E-009,2.00582E+000
1,1,16,3.00000E+000,23.47900E-009,2.12781E+000
1,1,17,3.20000E+000,24.75650E-009,2.25026E+000
1,1,18,3.40000E+000,25.66760E-009,2.37219E+000
1,1,19,3.60000E+000,27.45950E-009,2.49411E+000
1,1,20,3.79999E+000,29.95680E-009,2.61607E+000
1,1,21,3.99999E+000,32.15720E-009,2.73806E+000
1,1,22,4.20000E+000,34.13180E-009,2.86000E+000
1,1,23,4.40000E+000,34.47710E-009,2.98193E+000
1,1,24,4.60000E+000,35.80040E-009,3.10388E+000
1,1,25,4.80000E+000,37.62640E-009,3.22646E+000
1,1,26,5.00000E+000,39.58520E-009,3.34975E+000
1,1,27,5.20000E+000,40.49720E-009,3.47169E+000
1,1,28,5.40000E+000,42.12330E-009,3.59371E+000
1,1,29,5.60000E+000,44.66500E-009,3.71568E+000
1,1,30,5.80000E+000,46.01750E-009,3.83766E+000
1,1,31,5.99999E+000,47.63930E-009,3.95961E+000
1,1,32,6.20000E+000,48.28630E-009,4.09880E+000
1,1,33,6.40000E+000,47.97610E-009,4.22073E+000
1,1,34,6.60000E+000,51.39530E-009,4.37580E+000
1,1,35,6.80001E+000,53.46010E-009,4.51500E+000
1,1,36,7.00000E+000,54.71910E-009,4.65463E+000
1,1,37,7.20000E+000,55.57870E-009,4.79738E+000
1,1,38,7.39999E+000,56.85100E-009,4.93682E+000
1,1,39,7.60000E+000,58.74550E-009,5.07698E+000
1,1,40,7.80000E+000,61.66350E-009,5.21683E+000
1,1,41,8.00000E+000,62.82550E-009,5.36078E+000
1,1,42,8.19999E+000,62.45250E-009,5.50004E+000
1,1,43,8.39999E+000,63.77390E-009,5.63923E+000
1,1,44,8.60000E+000,66.23340E-009,5.77841E+000
1,1,45,8.79999E+000,65.86500E-009,5.92171E+000
1,1,46,8.99999E+000,66.77030E-009,6.06097E+000
1,1,47,9.20000E+000,69.10270E-009,6.20265E+000
1,1,48,9.39999E+000,71.00230E-009,6.34187E+000
1,1,49,9.60000E+000,71.40430E-009,6.48524E+000
1,1,50,9.80000E+000,73.12910E-009,6.62703E+000
1,1,51,9.99999E+000,76.01980E-009,6.76621E+000
1,1,52,9.80001E+000,75.71270E-009,6.88837E+000
1,1,53,9.59998E+000,74.35990E-009,7.02854E+000
1,1,54,9.40001E+000,75.31640E-009,7.15058E+000
1,1,55,9.20000E+000,74.57900E-009,7.27256E+000
1,1,56,9.00000E+000,72.26710E-009,7.39450E+000
1,1,57,8.79999E+000,71.33770E-009,7.51644E+000
1,1,58,8.60001E+000,69.95290E-009,7.63840E+000
1,1,59,8.40000E+000,67.34590E-009,7.76036E+000
1,1,60,8.20000E+000,66.73340E-009,7.88229E+000
1,1,61,8.00000E+000,65.97670E-009,8.00423E+000
1,1,62,7.80000E+000,65.59680E-009,8.12616E+000
1,1,63,7.60001E+000,62.51720E-009,8.24815E+000
1,1,64,7.39999E+000,59.26110E-009,8.37012E+000
1,1,65,7.20000E+000,57.79330E-009,8.49208E+000
