Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time,CH2 Voltage,CH2 Current,CH2 Time
1,1,1,1.00000E+000,58.80000E-012,133.64700E-003,-60.00000E+000,-6.05100E-009,10.73700E-003
1,1,2,1.00000E+000,54.27000E-012,254.65100E-003,-59.39700E+000,-2.24800E-009,155.54900E-003
1,1,3,1.00000E+000,49.97000E-012,376.86800E-003,-58.79400E+000,-791.00000E-012,278.53000E-003
1,1,4,1.00000E+000,48.89000E-012,497.66100E-003,-58.19100E+000,-619.00000E-012,401.83400E-003
1,1,5,1.00000E+000,50.60000E-012,640.59500E-003,-57.58790E+000,207.00000E-012,541.27700E-003
1,1,6,1.00000E+000,52.55000E-012,761.58200E-003,-56.98490E+000,438.00000E-012,662.14500E-003
1,1,7,1.00000E+000,54.03000E-012,882.60000E-003,-56.38190E+000,151.00000E-012,783.32200E-003
1,1,8,1.00000E+000,56.42000E-012,1.00342E+000,-55.77890E+000,-214.00000E-012,904.26500E-003
1,1,9,1.00000E+000,60.27000E-012,1.14334E+000,-55.17590E+000,-242.00000E-012,1.04471E+000
1,1,10,1.00000E+000,63.51000E-012,1.26413E+000,-54.57290E+000,-442.00000E-012,1.16497E+000
1,1,11,1.00000E+000,64.67000E-012,1.38495E+000,-53.96980E+000,-177.00000E-012,1.28561E+000
1,1,12,1.00000E+000,68.30000E-012,1.50574E+000,-53.36680E+000,-178.00000E-012,1.40636E+000
1,1,13,1.00000E+000,77.23000E-012,1.64529E+000,-52.76380E+000,-573.00000E-012,1.54656E+000
1,1,14,1.00000E+000,77.81000E-012,1.76608E+000,-52.16080E+000,-337.00000E-012,1.66674E+000
1,1,15,1.00000E+000,87.37000E-012,1.88693E+000,-51.55780E+000,-916.00000E-012,1.78779E+000
1,1,16,1.00000E+000,89.48000E-012,2.00806E+000,-50.95480E+000,-761.00000E-012,1.90862E+000
1,1,17,1.00000E+000,109.13000E-012,2.14441E+000,-50.35180E+000,642.00000E-012,2.05638E+000
1,1,18,1.00000E+000,108.95000E-012,2.26522E+000,-49.74870E+000,-66.00000E-012,2.16589E+000
1,1,19,1.00000E+000,104.12000E-012,2.38627E+000,-49.14570E+000,-434.00000E-012,2.28696E+000
1,1,20,1.00000E+000,117.50000E-012,2.50706E+000,-48.54270E+000,-331.00000E-012,2.40774E+000
1,1,21,1.00000E+000,129.74000E-012,2.64550E+000,-47.93970E+000,-584.00000E-012,2.54634E+000
1,1,22,1.00000E+000,138.91000E-012,2.76637E+000,-47.33670E+000,-276.00000E-012,2.66700E+000
1,1,23,1.00000E+000,136.95000E-012,2.88741E+000,-46.73370E+000,-369.00000E-012,2.78828E+000
1,1,24,1.00000E+000,152.41000E-012,3.00828E+000,-46.13070E+000,-187.00000E-012,2.90918E+000
1,1,25,1.00000E+000,164.00000E-012,3.14906E+000,-45.52760E+000,200.00000E-012,3.05028E+000
1,1,26,1.00000E+000,169.82000E-012,3.26984E+000,-44.92460E+000,985.00000E-012,3.17396E+000
1,1,27,1.00000E+000,191.47000E-012,3.39067E+000,-44.32160E+000,722.00000E-012,3.29151E+000
1,1,28,1.00000E+000,197.67000E-012,3.51185E+000,-43.71860E+000,1.36800E-009,3.41215E+000
1,1,29,1.00000E+000,215.97000E-012,3.64802E+000,-43.11560E+000,322.00000E-012,3.54868E+000
1,1,30,1.00000E+000,216.82000E-012,3.76916E+000,-42.51260E+000,194.00000E-012,3.66971E+000
1,1,31,1.00000E+000,235.76000E-012,3.89080E+000,-41.90950E+000,1.39200E-009,3.79252E+000
1,1,32,1.00000E+000,264.96000E-012,4.01164E+000,-41.30650E+000,1.49800E-009,3.91245E+000
1,1,33,1.00000E+000,264.68000E-012,4.14924E+000,-40.70350E+000,582.00000E-012,4.05012E+000
1,1,34,1.00000E+000,277.99000E-012,4.27003E+000,-40.10050E+000,1.01800E-009,4.17088E+000
1,1,35,1.00000E+000,317.12000E-012,4.39085E+000,-39.49750E+000,1.38400E-009,4.29195E+000
1,1,36,1.00000E+000,327.42000E-012,4.51164E+000,-38.89450E+000,1.91900E-009,4.41231E+000
1,1,37,1.00000E+000,347.10000E-012,4.65378E+000,-38.29150E+000,1.76800E-009,4.55501E+000
1,1,38,1.00000E+000,377.89000E-012,4.77460E+000,-37.68840E+000,1.75700E-009,4.67544E+000
1,1,39,1.00000E+000,420.48000E-012,4.89540E+000,-37.08540E+000,1.60400E-009,4.79624E+000
1,1,40,1.00000E+000,430.58000E-012,5.01649E+000,-36.48240E+000,1.87100E-009,4.91688E+000
1,1,41,1.00000E+000,434.87000E-012,5.15239E+000,-35.87940E+000,2.23600E-009,5.05243E+000
1,1,42,1.00000E+000,514.92000E-012,5.27321E+000,-35.27640E+000,2.42500E-009,5.17381E+000
1,1,43,1.00000E+000,535.58000E-012,5.39406E+000,-34.67340E+000,2.13800E-009,5.29475E+000
1,1,44,1.00000E+000,586.15000E-012,5.51484E+000,-34.07040E+000,1.61300E-009,5.41573E+000
